inspection_id,road_id,inspection_date,inspector_agency,condition_score,surface_damage_pct,waterlogging_flag,drainage_status,remarks
INSP-0165-5,MA-RD-SEG-0165,2025-08-19,Municipality,59.3,8.8,TRUE,good,
INSP-0166-1,MA-RD-SEG-0166,2023-08-30,Municipality,90,37.4,FALSE,blocked,
INSP-0166-2,MA-RD-SEG-0166,2024-02-26,NHAI,86.1,36,TRUE,none,
INSP-0166-3,MA-RD-SEG-0166,2024-08-24,State PWD,83.4,10.9,TRUE,partial,
INSP-0166-4,MA-RD-SEG-0166,2025-02-20,NHAI,78.3,4.8,TRUE,none,
INSP-0166-5,MA-RD-SEG-0166,2025-08-19,ThirdParty,78.9,3.3,TRUE,partial,
INSP-0167-1,MA-RD-SEG-0167,2023-08-30,State PWD,72,10.5,TRUE,good,
INSP-0167-2,MA-RD-SEG-0167,2024-02-26,ThirdParty,67.6,14.5,FALSE,blocked,
INSP-0167-3,MA-RD-SEG-0167,2024-08-24,Municipality,62.6,18.7,FALSE,partial,
INSP-0167-4,MA-RD-SEG-0167,2025-02-20,State PWD,49.5,31.5,FALSE,good,
INSP-0167-5,MA-RD-SEG-0167,2025-08-19,NHAI,47.3,30.9,TRUE,good,
INSP-0168-1,MA-RD-SEG-0168,2023-08-30,ThirdParty,66,34.7,FALSE,good,
INSP-0168-2,MA-RD-SEG-0168,2024-02-26,State PWD,60.2,16.3,FALSE,blocked,
INSP-0168-3,MA-RD-SEG-0168,2024-08-24,NHAI,52,19.9,FALSE,none,
INSP-0168-4,MA-RD-SEG-0168,2025-02-20,State PWD,50.5,37.1,FALSE,good,
INSP-0168-5,MA-RD-SEG-0168,2025-08-19,State PWD,54.3,11.1,FALSE,partial,
INSP-0169-1,MA-RD-SEG-0169,2023-08-30,ThirdParty,81,39.4,TRUE,partial,
INSP-0169-2,MA-RD-SEG-0169,2024-02-26,State PWD,75.5,7.3,TRUE,blocked,
INSP-0169-3,MA-RD-SEG-0169,2024-08-24,Municipality,71.5,17.3,TRUE,none,
INSP-0169-4,MA-RD-SEG-0169,2025-02-20,State PWD,74.9,20.9,FALSE,blocked,
INSP-0169-5,MA-RD-SEG-0169,2025-08-19,State PWD,63.1,9.3,TRUE,good,
INSP-0170-1,MA-RD-SEG-0170,2023-08-30,ThirdParty,77,24,FALSE,good,
INSP-0170-2,MA-RD-SEG-0170,2024-02-26,Municipality,70.9,31.6,TRUE,blocked,
INSP-0170-3,MA-RD-SEG-0170,2024-08-24,State PWD,72.8,30.7,FALSE,good,
INSP-0170-4,MA-RD-SEG-0170,2025-02-20,State PWD,60.3,18.7,TRUE,blocked,
INSP-0170-5,MA-RD-SEG-0170,2025-08-19,State PWD,52.2,9.8,FALSE,partial,
INSP-0171-1,MA-RD-SEG-0171,2023-08-30,ThirdParty,83,30.2,TRUE,good,
INSP-0171-2,MA-RD-SEG-0171,2024-02-26,NHAI,76.3,5.8,TRUE,partial,
INSP-0171-3,MA-RD-SEG-0171,2024-08-24,State PWD,71.8,12.7,TRUE,none,
INSP-0171-4,MA-RD-SEG-0171,2025-02-20,NHAI,60.1,33.2,TRUE,good,
INSP-0171-5,MA-RD-SEG-0171,2025-08-19,Municipality,53.7,19.9,TRUE,partial,
INSP-0172-1,MA-RD-SEG-0172,2023-08-30,NHAI,62,23.1,TRUE,partial,
INSP-0172-2,MA-RD-SEG-0172,2024-02-26,NHAI,55.5,5.9,TRUE,good,
INSP-0172-3,MA-RD-SEG-0172,2024-08-24,ThirdParty,56.7,11.7,TRUE,blocked,
INSP-0172-4,MA-RD-SEG-0172,2025-02-20,ThirdParty,39.1,21.7,FALSE,partial,
INSP-0172-5,MA-RD-SEG-0172,2025-08-19,Municipality,31.8,19.9,TRUE,blocked,
INSP-0173-1,MA-RD-SEG-0173,2023-08-30,State PWD,90,23.5,FALSE,none,
INSP-0173-2,MA-RD-SEG-0173,2024-02-26,NHAI,85,13,TRUE,partial,
INSP-0173-3,MA-RD-SEG-0173,2024-08-24,NHAI,85.1,5.7,TRUE,blocked,
INSP-0173-4,MA-RD-SEG-0173,2025-02-20,ThirdParty,70.6,37.2,FALSE,none,
INSP-0173-5,MA-RD-SEG-0173,2025-08-19,NHAI,72.6,2.9,TRUE,blocked,
INSP-0174-1,MA-RD-SEG-0174,2023-08-30,Municipality,88,14.3,FALSE,blocked,
INSP-0174-2,MA-RD-SEG-0174,2024-02-26,ThirdParty,82.6,27,TRUE,partial,
INSP-0174-3,MA-RD-SEG-0174,2024-08-24,NHAI,74.2,35.8,TRUE,partial,
INSP-0174-4,MA-RD-SEG-0174,2025-02-20,NHAI,65.4,37.7,TRUE,blocked,
INSP-0174-5,MA-RD-SEG-0174,2025-08-19,Municipality,70.1,1.1,FALSE,blocked,
INSP-0175-1,MA-RD-SEG-0175,2023-08-30,ThirdParty,60,33.4,FALSE,partial,
INSP-0175-2,MA-RD-SEG-0175,2024-02-26,State PWD,52,38.2,TRUE,none,
INSP-0175-3,MA-RD-SEG-0175,2024-08-24,ThirdParty,47.8,38.4,TRUE,good,
INSP-0175-4,MA-RD-SEG-0175,2025-02-20,ThirdParty,43.5,12,TRUE,blocked,
INSP-0175-5,MA-RD-SEG-0175,2025-08-19,Municipality,47.4,5.1,FALSE,blocked,
INSP-0176-1,MA-RD-SEG-0176,2023-08-30,State PWD,72,7.6,TRUE,none,
INSP-0176-2,MA-RD-SEG-0176,2024-02-26,NHAI,66.8,2.8,TRUE,blocked,
INSP-0176-3,MA-RD-SEG-0176,2024-08-24,State PWD,66.8,26.2,TRUE,partial,
INSP-0176-4,MA-RD-SEG-0176,2025-02-20,State PWD,61.4,35.4,TRUE,partial,
INSP-0176-5,MA-RD-SEG-0176,2025-08-19,Municipality,45,36,FALSE,good,
INSP-0177-1,MA-RD-SEG-0177,2023-08-30,ThirdParty,65,19.2,FALSE,good,
INSP-0177-2,MA-RD-SEG-0177,2024-02-26,NHAI,61.8,11.9,TRUE,blocked,
INSP-0177-3,MA-RD-SEG-0177,2024-08-24,State PWD,54.4,17.8,FALSE,blocked,
INSP-0177-4,MA-RD-SEG-0177,2025-02-20,Municipality,58.3,11.2,TRUE,partial,
INSP-0177-5,MA-RD-SEG-0177,2025-08-19,Municipality,36.1,23.3,TRUE,partial,
INSP-0178-1,MA-RD-SEG-0178,2023-08-30,State PWD,67,17.6,FALSE,partial,
INSP-0178-2,MA-RD-SEG-0178,2024-02-26,NHAI,63.3,17.9,FALSE,partial,
INSP-0178-3,MA-RD-SEG-0178,2024-08-24,Municipality,57.5,4.4,FALSE,good,
INSP-0178-4,MA-RD-SEG-0178,2025-02-20,ThirdParty,43.3,20,FALSE,blocked,
INSP-0178-5,MA-RD-SEG-0178,2025-08-19,NHAI,38,24.6,FALSE,none,
INSP-0179-1,MA-RD-SEG-0179,2023-08-30,NHAI,87,29.5,TRUE,good,
INSP-0179-2,MA-RD-SEG-0179,2024-02-26,NHAI,81.7,24.1,FALSE,partial,
INSP-0179-3,MA-RD-SEG-0179,2024-08-24,State PWD,74,7.9,TRUE,blocked,
INSP-0179-4,MA-RD-SEG-0179,2025-02-20,State PWD,80.5,16.9,FALSE,partial,
INSP-0179-5,MA-RD-SEG-0179,2025-08-19,State PWD,55.8,39.6,TRUE,partial,
INSP-0180-1,MA-RD-SEG-0180,2023-08-30,ThirdParty,77,24.3,TRUE,none,
INSP-0180-2,MA-RD-SEG-0180,2024-02-26,Municipality,73.6,17.5,TRUE,blocked,
INSP-0180-3,MA-RD-SEG-0180,2024-08-24,NHAI,65.6,19,FALSE,good,
INSP-0180-4,MA-RD-SEG-0180,2025-02-20,ThirdParty,59.3,9.4,FALSE,blocked,
INSP-0180-5,MA-RD-SEG-0180,2025-08-19,ThirdParty,63.5,36.6,TRUE,blocked,
INSP-0181-1,MA-RD-SEG-0181,2023-08-30,Municipality,61,7.5,FALSE,good,
INSP-0181-2,MA-RD-SEG-0181,2024-02-26,Municipality,54.6,29.2,FALSE,none,
INSP-0181-3,MA-RD-SEG-0181,2024-08-24,State PWD,45.9,21.3,FALSE,partial,
INSP-0181-4,MA-RD-SEG-0181,2025-02-20,State PWD,41.5,4.6,FALSE,good,
INSP-0181-5,MA-RD-SEG-0181,2025-08-19,State PWD,40.8,7.8,FALSE,good,
INSP-0182-1,MA-RD-SEG-0182,2023-08-30,Municipality,61,31.7,FALSE,good,
INSP-0182-2,MA-RD-SEG-0182,2024-02-26,NHAI,57,9.9,TRUE,good,
INSP-0182-3,MA-RD-SEG-0182,2024-08-24,Municipality,45.1,17.6,FALSE,none,
INSP-0182-4,MA-RD-SEG-0182,2025-02-20,ThirdParty,44.3,10.4,FALSE,good,
INSP-0182-5,MA-RD-SEG-0182,2025-08-19,ThirdParty,41,9.1,FALSE,good,
INSP-0183-1,MA-RD-SEG-0183,2023-08-30,NHAI,90,31.3,TRUE,none,
INSP-0183-2,MA-RD-SEG-0183,2024-02-26,State PWD,84.3,29.7,TRUE,none,
INSP-0183-3,MA-RD-SEG-0183,2024-08-24,Municipality,81.9,2.5,TRUE,partial,
INSP-0183-4,MA-RD-SEG-0183,2025-02-20,State PWD,80.8,30.6,FALSE,good,
INSP-0183-5,MA-RD-SEG-0183,2025-08-19,State PWD,59.9,37.3,TRUE,none,
INSP-0184-1,MA-RD-SEG-0184,2023-08-30,State PWD,84,15,TRUE,good,
INSP-0184-2,MA-RD-SEG-0184,2024-02-26,State PWD,77.2,18.3,TRUE,none,
INSP-0184-3,MA-RD-SEG-0184,2024-08-24,NHAI,77.7,3.5,TRUE,good,
INSP-0184-4,MA-RD-SEG-0184,2025-02-20,State PWD,73.9,13.9,TRUE,partial,
INSP-0184-5,MA-RD-SEG-0184,2025-08-19,ThirdParty,73.5,13.7,FALSE,good,
INSP-0185-1,MA-RD-SEG-0185,2023-08-30,ThirdParty,64,8.6,FALSE,good,
INSP-0185-2,MA-RD-SEG-0185,2024-02-26,State PWD,62,15.8,TRUE,partial,
INSP-0185-3,MA-RD-SEG-0185,2024-08-24,State PWD,54,10.1,TRUE,none,
INSP-0185-4,MA-RD-SEG-0185,2025-02-20,Municipality,51.3,31.3,TRUE,blocked,
INSP-0185-5,MA-RD-SEG-0185,2025-08-19,Municipality,51,35.1,FALSE,partial,
INSP-0186-1,MA-RD-SEG-0186,2023-08-30,ThirdParty,89,35,TRUE,blocked,
INSP-0186-2,MA-RD-SEG-0186,2024-02-26,ThirdParty,81.2,26.4,FALSE,blocked,
INSP-0186-3,MA-RD-SEG-0186,2024-08-24,State PWD,80.2,24.9,TRUE,good,
INSP-0186-4,MA-RD-SEG-0186,2025-02-20,ThirdParty,79.3,25.2,TRUE,good,
INSP-0186-5,MA-RD-SEG-0186,2025-08-19,ThirdParty,67.1,38.3,FALSE,none,
INSP-0187-1,MA-RD-SEG-0187,2023-08-30,State PWD,67,8.2,TRUE,blocked,
INSP-0187-2,MA-RD-SEG-0187,2024-02-26,ThirdParty,64.8,8.3,FALSE,blocked,
INSP-0187-3,MA-RD-SEG-0187,2024-08-24,ThirdParty,58.6,16.2,FALSE,good,
INSP-0187-4,MA-RD-SEG-0187,2025-02-20,Municipality,51.2,29.2,TRUE,good,
INSP-0187-5,MA-RD-SEG-0187,2025-08-19,NHAI,48,6.3,FALSE,blocked,
INSP-0188-1,MA-RD-SEG-0188,2023-08-30,State PWD,72,11.4,FALSE,partial,
INSP-0188-2,MA-RD-SEG-0188,2024-02-26,Municipality,68.6,1.2,FALSE,none,
INSP-0188-3,MA-RD-SEG-0188,2024-08-24,State PWD,56.1,16.2,FALSE,good,
INSP-0188-4,MA-RD-SEG-0188,2025-02-20,Municipality,63.2,2.5,FALSE,good,
INSP-0188-5,MA-RD-SEG-0188,2025-08-19,State PWD,44.3,11.5,TRUE,good,
INSP-0189-1,MA-RD-SEG-0189,2023-08-30,ThirdParty,90,26.5,TRUE,none,
INSP-0189-2,MA-RD-SEG-0189,2024-02-26,NHAI,83.7,31.2,FALSE,none,
INSP-0189-3,MA-RD-SEG-0189,2024-08-24,NHAI,76.7,12.5,FALSE,partial,
INSP-0189-4,MA-RD-SEG-0189,2025-02-20,NHAI,72.5,25.9,FALSE,none,
INSP-0189-5,MA-RD-SEG-0189,2025-08-19,NHAI,66,25.1,TRUE,good,
INSP-0190-1,MA-RD-SEG-0190,2023-08-30,ThirdParty,83,16.1,FALSE,blocked,
INSP-0190-2,MA-RD-SEG-0190,2024-02-26,ThirdParty,76,18.5,TRUE,blocked,
INSP-0190-3,MA-RD-SEG-0190,2024-08-24,ThirdParty,73.3,19.6,FALSE,good,
INSP-0190-4,MA-RD-SEG-0190,2025-02-20,Municipality,72.2,26.8,TRUE,blocked,
INSP-0190-5,MA-RD-SEG-0190,2025-08-19,NHAI,58.6,15.9,TRUE,blocked,
INSP-0191-1,MA-RD-SEG-0191,2023-08-30,State PWD,70,31.3,TRUE,partial,
INSP-0191-2,MA-RD-SEG-0191,2024-02-26,NHAI,64.6,4.6,TRUE,blocked,
INSP-0191-3,MA-RD-SEG-0191,2024-08-24,NHAI,62.3,31.1,TRUE,blocked,
INSP-0191-4,MA-RD-SEG-0191,2025-02-20,ThirdParty,48.7,2,TRUE,partial,
INSP-0191-5,MA-RD-SEG-0191,2025-08-19,NHAI,55,29.4,FALSE,partial,
INSP-0192-1,MA-RD-SEG-0192,2023-08-30,Municipality,84,25.9,FALSE,partial,
INSP-0192-2,MA-RD-SEG-0192,2024-02-26,NHAI,80.3,27,TRUE,partial,
INSP-0192-3,MA-RD-SEG-0192,2024-08-24,Municipality,69.9,32,TRUE,good,
INSP-0192-4,MA-RD-SEG-0192,2025-02-20,Municipality,63.5,32.9,FALSE,good,
INSP-0192-5,MA-RD-SEG-0192,2025-08-19,NHAI,55.5,19.4,TRUE,none,
INSP-0193-1,MA-RD-SEG-0193,2023-08-30,Municipality,71,7.6,FALSE,partial,
INSP-0193-2,MA-RD-SEG-0193,2024-02-26,State PWD,63.1,5.9,TRUE,good,
INSP-0193-3,MA-RD-SEG-0193,2024-08-24,State PWD,62.5,14.6,TRUE,good,
INSP-0193-4,MA-RD-SEG-0193,2025-02-20,State PWD,52.4,13.7,FALSE,partial,
INSP-0193-5,MA-RD-SEG-0193,2025-08-19,State PWD,59.8,21.9,FALSE,partial,
INSP-0194-1,MA-RD-SEG-0194,2023-08-30,ThirdParty,60,7.8,TRUE,good,
INSP-0194-2,MA-RD-SEG-0194,2024-02-26,NHAI,54.2,24.3,TRUE,partial,
INSP-0194-3,MA-RD-SEG-0194,2024-08-24,State PWD,54.8,27.1,TRUE,blocked,
INSP-0194-4,MA-RD-SEG-0194,2025-02-20,State PWD,48.1,1.6,TRUE,partial,
INSP-0194-5,MA-RD-SEG-0194,2025-08-19,State PWD,30.4,23.5,FALSE,partial,
INSP-0195-1,MA-RD-SEG-0195,2023-08-30,NHAI,61,9.6,FALSE,good,
INSP-0195-2,MA-RD-SEG-0195,2024-02-26,Municipality,56.3,14.5,TRUE,good,
INSP-0195-3,MA-RD-SEG-0195,2024-08-24,State PWD,46.4,1.5,FALSE,partial,
INSP-0195-4,MA-RD-SEG-0195,2025-02-20,NHAI,51.9,13.1,TRUE,good,
INSP-0195-5,MA-RD-SEG-0195,2025-08-19,State PWD,31.3,9.9,TRUE,partial,
INSP-0196-1,MA-RD-SEG-0196,2023-08-30,ThirdParty,65,26.6,FALSE,none,
INSP-0196-2,MA-RD-SEG-0196,2024-02-26,NHAI,58.4,39.3,TRUE,none,
INSP-0196-3,MA-RD-SEG-0196,2024-08-24,State PWD,51.5,26.9,FALSE,blocked,
INSP-0196-4,MA-RD-SEG-0196,2025-02-20,Municipality,49.5,12,TRUE,good,
INSP-0196-5,MA-RD-SEG-0196,2025-08-19,ThirdParty,43.3,13.5,FALSE,blocked,
INSP-0197-1,MA-RD-SEG-0197,2023-08-30,NHAI,82,32.4,TRUE,partial,
INSP-0197-2,MA-RD-SEG-0197,2024-02-26,State PWD,79.7,17.5,FALSE,good,
INSP-0197-3,MA-RD-SEG-0197,2024-08-24,NHAI,72.7,9.8,FALSE,good,
INSP-0197-4,MA-RD-SEG-0197,2025-02-20,NHAI,62.2,17.8,FALSE,partial,
INSP-0197-5,MA-RD-SEG-0197,2025-08-19,Municipality,53.5,35.3,FALSE,good,
INSP-0198-1,MA-RD-SEG-0198,2023-08-30,State PWD,80,20,TRUE,none,
INSP-0198-2,MA-RD-SEG-0198,2024-02-26,Municipality,73.8,38.2,TRUE,none,
INSP-0198-3,MA-RD-SEG-0198,2024-08-24,ThirdParty,70.5,23.4,FALSE,good,
INSP-0198-4,MA-RD-SEG-0198,2025-02-20,State PWD,60.5,22.7,TRUE,blocked,
INSP-0198-5,MA-RD-SEG-0198,2025-08-19,NHAI,51.1,17.4,TRUE,good,
INSP-0199-1,MA-RD-SEG-0199,2023-08-30,State PWD,61,7.2,TRUE,good,
INSP-0199-2,MA-RD-SEG-0199,2024-02-26,State PWD,55.2,29.5,TRUE,partial,
INSP-0199-3,MA-RD-SEG-0199,2024-08-24,ThirdParty,51.6,37,TRUE,good,
INSP-0199-4,MA-RD-SEG-0199,2025-02-20,ThirdParty,44.3,26.6,TRUE,partial,
INSP-0199-5,MA-RD-SEG-0199,2025-08-19,ThirdParty,42.9,1.4,TRUE,partial,
INSP-0200-1,MA-RD-SEG-0200,2023-08-30,Municipality,71,22.6,FALSE,none,
INSP-0200-2,MA-RD-SEG-0200,2024-02-26,State PWD,67.4,18.2,FALSE,none,
INSP-0200-3,MA-RD-SEG-0200,2024-08-24,State PWD,55.6,14.3,FALSE,good,
INSP-0200-4,MA-RD-SEG-0200,2025-02-20,ThirdParty,59.2,39.1,TRUE,partial,
INSP-0200-5,MA-RD-SEG-0200,2025-08-19,State PWD,44.3,31.6,TRUE,blocked,
INSP-0201-1,MA-RD-SEG-0201,2023-08-30,Municipality,87,26,FALSE,good,
INSP-0201-2,MA-RD-SEG-0201,2024-02-26,Municipality,84.2,28,TRUE,good,
INSP-0201-3,MA-RD-SEG-0201,2024-08-24,Municipality,72.9,26.3,FALSE,good,
INSP-0201-4,MA-RD-SEG-0201,2025-02-20,Municipality,77.4,15.4,TRUE,blocked,
INSP-0201-5,MA-RD-SEG-0201,2025-08-19,NHAI,69.5,24.4,TRUE,blocked,
INSP-0202-1,MA-RD-SEG-0202,2023-08-30,NHAI,65,2.8,TRUE,none,
INSP-0202-2,MA-RD-SEG-0202,2024-02-26,NHAI,59,7.2,TRUE,none,
INSP-0202-3,MA-RD-SEG-0202,2024-08-24,NHAI,49.1,7.3,FALSE,partial,
INSP-0202-4,MA-RD-SEG-0202,2025-02-20,State PWD,50.7,13.1,FALSE,blocked,
INSP-0202-5,MA-RD-SEG-0202,2025-08-19,ThirdParty,53.6,27.3,TRUE,none,
INSP-0203-1,MA-RD-SEG-0203,2023-08-30,Municipality,75,25.8,TRUE,partial,
INSP-0203-2,MA-RD-SEG-0203,2024-02-26,State PWD,67.6,27.7,FALSE,blocked,
INSP-0203-3,MA-RD-SEG-0203,2024-08-24,NHAI,67.7,20.8,TRUE,blocked,
INSP-0203-4,MA-RD-SEG-0203,2025-02-20,NHAI,54.7,33.9,FALSE,partial,
INSP-0203-5,MA-RD-SEG-0203,2025-08-19,NHAI,55.4,16.1,FALSE,good,
INSP-0204-1,MA-RD-SEG-0204,2023-08-30,Municipality,71,16.3,FALSE,blocked,
INSP-0204-2,MA-RD-SEG-0204,2024-02-26,State PWD,68.5,25.1,TRUE,partial,
INSP-0204-3,MA-RD-SEG-0204,2024-08-24,Municipality,55,5.5,TRUE,partial,
INSP-0204-4,MA-RD-SEG-0204,2025-02-20,State PWD,62,4.7,FALSE,partial,
INSP-0204-5,MA-RD-SEG-0204,2025-08-19,ThirdParty,54.1,10.1,TRUE,partial,
INSP-0205-1,MA-RD-SEG-0205,2023-08-30,ThirdParty,86,10.5,TRUE,blocked,
INSP-0205-2,MA-RD-SEG-0205,2024-02-26,NHAI,78.6,27.5,FALSE,blocked,
INSP-0205-3,MA-RD-SEG-0205,2024-08-24,Municipality,73.1,17.6,TRUE,good,
INSP-0205-4,MA-RD-SEG-0205,2025-02-20,NHAI,68.2,12.7,TRUE,good,
INSP-0205-5,MA-RD-SEG-0205,2025-08-19,State PWD,73.7,31.7,FALSE,good,
INSP-0206-1,MA-RD-SEG-0206,2023-08-30,ThirdParty,90,9.9,FALSE,none,
INSP-0206-2,MA-RD-SEG-0206,2024-02-26,Municipality,87.3,39,FALSE,none,
INSP-0206-3,MA-RD-SEG-0206,2024-08-24,NHAI,75.7,28.8,FALSE,partial,
INSP-0206-4,MA-RD-SEG-0206,2025-02-20,ThirdParty,71.3,23.9,FALSE,good,
INSP-0206-5,MA-RD-SEG-0206,2025-08-19,ThirdParty,71.4,26,TRUE,blocked,
INSP-0207-1,MA-RD-SEG-0207,2023-08-30,ThirdParty,85,5.9,TRUE,none,
INSP-0207-2,MA-RD-SEG-0207,2024-02-26,ThirdParty,80.4,22.1,TRUE,partial,
INSP-0207-3,MA-RD-SEG-0207,2024-08-24,ThirdParty,76.6,11.1,FALSE,none,
INSP-0207-4,MA-RD-SEG-0207,2025-02-20,State PWD,69.6,6.9,TRUE,partial,
INSP-0207-5,MA-RD-SEG-0207,2025-08-19,NHAI,69.8,37.4,FALSE,blocked,
INSP-0208-1,MA-RD-SEG-0208,2023-08-30,State PWD,80,33.9,TRUE,none,
INSP-0208-2,MA-RD-SEG-0208,2024-02-26,State PWD,76.2,11.8,TRUE,good,
INSP-0208-3,MA-RD-SEG-0208,2024-08-24,NHAI,68.7,28.5,TRUE,good,
INSP-0208-4,MA-RD-SEG-0208,2025-02-20,State PWD,62.3,36.8,TRUE,partial,
INSP-0208-5,MA-RD-SEG-0208,2025-08-19,State PWD,68.4,9.6,TRUE,blocked,
INSP-0209-1,MA-RD-SEG-0209,2023-08-30,ThirdParty,90,28,TRUE,partial,
INSP-0209-2,MA-RD-SEG-0209,2024-02-26,ThirdParty,82.9,6.8,FALSE,blocked,
INSP-0209-3,MA-RD-SEG-0209,2024-08-24,Municipality,79,36.9,TRUE,partial,
INSP-0209-4,MA-RD-SEG-0209,2025-02-20,ThirdParty,79.8,28.3,TRUE,blocked,
INSP-0209-5,MA-RD-SEG-0209,2025-08-19,NHAI,74.4,24.7,FALSE,none,
INSP-0210-1,MA-RD-SEG-0210,2023-08-30,Municipality,87,18,TRUE,partial,
INSP-0210-2,MA-RD-SEG-0210,2024-02-26,NHAI,84.8,33.3,TRUE,good,
INSP-0210-3,MA-RD-SEG-0210,2024-08-24,Municipality,75.9,29.8,TRUE,blocked,
INSP-0210-4,MA-RD-SEG-0210,2025-02-20,State PWD,74.4,34.8,FALSE,good,
INSP-0210-5,MA-RD-SEG-0210,2025-08-19,NHAI,74.2,10.2,FALSE,none,
INSP-0211-1,MA-RD-SEG-0211,2023-08-30,ThirdParty,81,15.2,FALSE,none,
INSP-0211-2,MA-RD-SEG-0211,2024-02-26,ThirdParty,77,16.6,TRUE,blocked,
INSP-0211-3,MA-RD-SEG-0211,2024-08-24,State PWD,74.4,35.1,TRUE,blocked,
INSP-0211-4,MA-RD-SEG-0211,2025-02-20,State PWD,64.5,39.6,TRUE,blocked,
INSP-0211-5,MA-RD-SEG-0211,2025-08-19,State PWD,59.3,33.9,TRUE,blocked,
INSP-0212-1,MA-RD-SEG-0212,2023-08-30,ThirdParty,63,18.9,FALSE,good,
INSP-0212-2,MA-RD-SEG-0212,2024-02-26,ThirdParty,57.2,26.6,FALSE,good,
INSP-0212-3,MA-RD-SEG-0212,2024-08-24,ThirdParty,55.7,30.1,FALSE,partial,
INSP-0212-4,MA-RD-SEG-0212,2025-02-20,ThirdParty,47.6,29,TRUE,partial,
INSP-0212-5,MA-RD-SEG-0212,2025-08-19,NHAI,41.8,23,FALSE,good,
INSP-0213-1,MA-RD-SEG-0213,2023-08-30,State PWD,60,8.3,TRUE,partial,
INSP-0213-2,MA-RD-SEG-0213,2024-02-26,State PWD,55.3,6.9,FALSE,blocked,
INSP-0213-3,MA-RD-SEG-0213,2024-08-24,NHAI,46,3.6,FALSE,none,
INSP-0213-4,MA-RD-SEG-0213,2025-02-20,NHAI,44.7,21.4,FALSE,good,
INSP-0213-5,MA-RD-SEG-0213,2025-08-19,NHAI,32,8.6,TRUE,good,
INSP-0214-1,MA-RD-SEG-0214,2023-08-30,Municipality,89,6,FALSE,none,
INSP-0214-2,MA-RD-SEG-0214,2024-02-26,NHAI,85.3,36.4,FALSE,none,
INSP-0214-3,MA-RD-SEG-0214,2024-08-24,ThirdParty,77,19.7,FALSE,partial,
INSP-0214-4,MA-RD-SEG-0214,2025-02-20,ThirdParty,77,12.2,FALSE,blocked,
INSP-0214-5,MA-RD-SEG-0214,2025-08-19,NHAI,68.8,26.6,FALSE,good,
INSP-0215-1,MA-RD-SEG-0215,2023-08-30,State PWD,90,16.2,TRUE,none,
INSP-0215-2,MA-RD-SEG-0215,2024-02-26,Municipality,83.1,27.7,TRUE,none,
INSP-0215-3,MA-RD-SEG-0215,2024-08-24,NHAI,78.7,7.9,TRUE,none,
INSP-0215-4,MA-RD-SEG-0215,2025-02-20,NHAI,74.1,35.9,FALSE,none,
INSP-0215-5,MA-RD-SEG-0215,2025-08-19,ThirdParty,60.7,27.6,TRUE,none,
INSP-0216-1,MA-RD-SEG-0216,2023-08-30,ThirdParty,84,21.3,TRUE,none,
INSP-0216-2,MA-RD-SEG-0216,2024-02-26,State PWD,76.8,1.6,TRUE,blocked,
INSP-0216-3,MA-RD-SEG-0216,2024-08-24,Municipality,78.6,16.9,FALSE,partial,
INSP-0216-4,MA-RD-SEG-0216,2025-02-20,State PWD,63.7,13.1,FALSE,partial,
INSP-0216-5,MA-RD-SEG-0216,2025-08-19,State PWD,71.7,11,FALSE,none,
INSP-0217-1,MA-RD-SEG-0217,2023-08-30,Municipality,72,31.2,TRUE,partial,
INSP-0217-2,MA-RD-SEG-0217,2024-02-26,State PWD,68.8,10.4,TRUE,blocked,
INSP-0217-3,MA-RD-SEG-0217,2024-08-24,Municipality,63.8,20.8,FALSE,good,
INSP-0217-4,MA-RD-SEG-0217,2025-02-20,State PWD,59.6,6.7,FALSE,none,
INSP-0217-5,MA-RD-SEG-0217,2025-08-19,Municipality,43,12.1,FALSE,partial,
INSP-0218-1,MA-RD-SEG-0218,2023-08-30,State PWD,90,27,TRUE,partial,
INSP-0218-2,MA-RD-SEG-0218,2024-02-26,ThirdParty,87.9,6.2,FALSE,partial,
INSP-0218-3,MA-RD-SEG-0218,2024-08-24,Municipality,79.4,5.3,TRUE,partial,
INSP-0218-4,MA-RD-SEG-0218,2025-02-20,State PWD,76.2,5.6,TRUE,partial,
INSP-0218-5,MA-RD-SEG-0218,2025-08-19,State PWD,68.3,9.8,FALSE,blocked,
INSP-0219-1,MA-RD-SEG-0219,2023-08-30,ThirdParty,70,25.4,FALSE,good,
INSP-0219-2,MA-RD-SEG-0219,2024-02-26,State PWD,66.1,15.3,TRUE,blocked,
INSP-0219-3,MA-RD-SEG-0219,2024-08-24,ThirdParty,58.8,35.8,TRUE,blocked,
INSP-0219-4,MA-RD-SEG-0219,2025-02-20,Municipality,50.2,13.5,TRUE,blocked,
INSP-0219-5,MA-RD-SEG-0219,2025-08-19,ThirdParty,47.1,3.8,TRUE,partial,
INSP-0220-1,MA-RD-SEG-0220,2023-08-30,Municipality,61,5.3,FALSE,none,
INSP-0220-2,MA-RD-SEG-0220,2024-02-26,State PWD,55,36.5,FALSE,blocked,
INSP-0220-3,MA-RD-SEG-0220,2024-08-24,NHAI,47.6,17.9,FALSE,good,
INSP-0220-4,MA-RD-SEG-0220,2025-02-20,State PWD,45.7,36,FALSE,none,
INSP-0220-5,MA-RD-SEG-0220,2025-08-19,State PWD,52.1,36.4,FALSE,none,
