road_id,name,geojson_id,highway_ref,segment_number,segment_start_km,segment_end_km,length_km,district,taluka,PDI,Pseudo_CIBIL,ML_Predicted_CIBIL,Final_CIBIL,Condition_Category
MA-NH53-SEG-0313,NH53 Segment 313,way/552708529,NH53,313,120.6,141.0,20.4,Kolhapur,Kolhapur,49.41,50.59,50.42,50.54,Poor
MA-NH52-SEG-0791,NH52 Segment 791,way/1318602585,NH52,791,160.6,182.4,21.8,Kolhapur,Ajra,49.67,50.33,51.02,50.54,Poor
MA-NH48-SEG-1256,NH48 Segment 1256,way/1323781378,NH48,1256,153.7,170.0,16.3,Raigad,Sudhagad,49.51,50.49,50.64,50.54,Poor
MA-NH160-SEG-0161,NH160 Segment 161,way/463924327,NH160,161,98.1,107.8,9.7,Kolhapur,Panhala,49.32,50.68,50.23,50.54,Poor
MA-NH965D-SEG-0005,NH965D Segment 5,way/185400540,NH965D,5,46.7,61.9,15.2,Nagpur,Savner,49.5,50.5,50.65,50.54,Poor
MA-NH353B-SEG-0031,NH353B Segment 31,way/295487597,NH353B,31,128.1,144.7,16.6,Raigad,Khalapur,49.55,50.45,50.75,50.54,Poor
MA-NH48-SEG-0880,NH48 Segment 880,way/970017088,NH48,880,10.4,33.4,23.0,Satara,Jaoli,49.62,50.38,50.85,50.52,Poor
MA-NH543K-SEG-0005,NH543K Segment 5,way/262709469,NH543K,5,170.7,189.4,18.7,Sindhudurg,Deogad,49.33,50.67,50.18,50.52,Poor
MA-NH930-SEG-0159,NH930 Segment 159,way/1357153348,NH930,159,147.6,164.3,16.7,Raigad,Mahad,49.65,50.35,50.87,50.51,Poor
MA-NH65-SEG-0346,NH65 Segment 346,way/817474245,NH65,346,152.1,166.4,14.3,Nagpur,Narkhed,49.53,50.47,50.58,50.5,Poor
MA-NH52-SEG-0110,NH52 Segment 110,way/690025754,NH52,110,10.1,25.9,15.8,Pune,Bhor,49.63,50.37,50.81,50.5,Poor
MA-NH361F-SEG-0082,NH361F Segment 82,way/1364220305,NH361F,82,6.6,15.0,8.4,Kolhapur,Ajra,49.6,50.4,50.69,50.49,Poor
MA-NH60-SEG-0387,NH60 Segment 387,way/641159019,NH60,387,102.0,113.9,11.9,Raigad,Khalapur,49.67,50.33,50.88,50.49,Poor
MA-NH361-SEG-0248,NH361 Segment 248,way/860567898,NH361,248,113.4,129.6,16.2,Raigad,Shrivardhan,49.45,50.55,50.32,50.48,Poor
MA-NH753C-SEG-0040,NH753C Segment 40,way/303908236,NH753C,40,32.5,53.3,20.8,Solapur,Madha,49.6,50.4,50.65,50.47,Poor
MA-NH61-SEG-0090,NH61 Segment 90,way/309226712,NH61,90,192.0,212.0,20.0,Nagpur,Butibori,49.63,50.37,50.69,50.47,Poor
MA-NH48-SEG-0886,NH48 Segment 886,way/1022376558,NH48,886,110.9,125.8,14.9,Kolhapur,Shirol,49.67,50.33,50.8,50.47,Poor
MA-NH50-SEG-0049,NH50 Segment 49,way/862492175,NH50,49,75.9,97.1,21.2,Pune,Velhe,49.53,50.47,50.43,50.46,Poor
MA-NH50-SEG-0100,NH50 Segment 100,way/1357196041,NH50,100,152.8,167.6,14.8,Raigad,Sudhagad,49.83,50.17,51.14,50.46,Poor
MA-NH53-SEG-1145,NH53 Segment 1145,way/1355095094,NH53,1145,179.3,194.6,15.3,Raigad,Mahad,49.47,50.53,50.27,50.45,Poor
MA-NH161A-SEG-0181,NH161A Segment 181,way/1443250881,NH161A,181,182.4,188.3,5.9,Raigad,Pen,50.01,49.99,51.51,50.45,Poor
MA-NH65-SEG-0248,NH65 Segment 248,way/574587254,NH65,248,104.1,114.1,10.0,Nagpur,Hingna,49.51,50.49,50.34,50.44,Poor
MA-NH61-SEG-0333,NH61 Segment 333,way/1361081138,NH61,333,98.1,113.4,15.3,Satara,Mahabaleshwar,49.45,50.55,50.18,50.44,Poor
MA-NH65-SEG-0417,NH65 Segment 417,way/980183471,NH65,417,121.3,136.5,15.2,Nashik,Chandwad,49.43,50.57,50.11,50.43,Poor
MA-NH52-SEG-0739,NH52 Segment 739,way/1298722868,NH52,739,95.9,101.5,5.6,Nashik,Peth,49.59,50.41,50.49,50.43,Poor
MA-NH752H-SEG-0057,NH752H Segment 57,way/850829489,NH752H,57,126.3,143.6,17.3,Sindhudurg,Kudal,49.55,50.45,50.36,50.42,Poor
MA-NH60-SEG-0311,NH60 Segment 311,way/575647709,NH60,311,33.8,48.1,14.3,Pune,Shirur,49.68,50.32,50.64,50.42,Poor
MA-NH60-SEG-0488,NH60 Segment 488,way/886942611,NH60,488,0.2,14.9,14.7,Kolhapur,Panhala,49.7,50.3,50.67,50.41,Poor
MA-NH347A-SEG-0031,NH347A Segment 31,way/227059249,NH347A,31,49.7,62.8,13.1,Raigad,Roha,49.51,50.49,50.24,50.41,Poor
MA-NH44-SEG-0083,NH44 Segment 83,way/182450946,NH44,83,146.8,167.4,20.6,Kolhapur,Bhudargad,49.56,50.44,50.34,50.41,Poor
MA-NH247-SEG-0020,NH247 Segment 20,way/296170231,NH247,20,161.0,166.5,5.5,Satara,Man,49.51,50.49,50.23,50.41,Poor
MA-NH361-SEG-0563,NH361 Segment 563,way/1352041619,NH361,563,28.5,50.2,21.7,Nagpur,Savner,49.42,50.58,50.02,50.41,Poor
MA-NH53-SEG-0258,NH53 Segment 258,way/315201926,NH53,258,150.3,175.1,24.8,Solapur,Mohol,49.58,50.42,50.4,50.41,Poor
MA-NH53-SEG-0128,NH53 Segment 128,way/217434568,NH53,128,170.6,177.1,6.5,Pune,Purandar,49.35,50.65,49.8,50.4,Poor
MA-NH353J-SEG-0184,NH353J Segment 184,way/1296566552,NH353J,184,190.1,199.2,9.1,Raigad,Sudhagad,49.61,50.39,50.4,50.39,Poor
MA-NH752H-SEG-0045,NH752H Segment 45,way/640803917,NH752H,45,178.3,187.7,9.4,Raigad,Uran,49.53,50.47,50.21,50.39,Poor
MA-NH353J-SEG-0033,NH353J Segment 33,way/296760724,NH353J,33,74.4,84.7,10.3,Satara,Phaltan,49.88,50.12,50.98,50.38,Poor
MA-NH47-SEG-0013,NH47 Segment 13,way/183791838,NH47,13,175.9,196.3,20.4,Kolhapur,Bhudargad,49.47,50.53,50.04,50.38,Poor
MA-NH52-SEG-0204,NH52 Segment 204,way/885022635,NH52,204,139.0,160.8,21.8,Satara,Patan,49.92,50.08,51.06,50.37,Poor
MA-NH930-SEG-0065,NH930 Segment 65,way/858902183,NH930,65,171.3,186.2,14.9,Pune,Maval,49.59,50.41,50.26,50.36,Poor
MA-NH161-SEG-0217,NH161 Segment 217,way/1352894032,NH161,217,155.4,178.1,22.7,Nagpur,Savner,49.59,50.41,50.23,50.36,Poor
MA-NH52-SEG-0667,NH52 Segment 667,way/1227973437,NH52,667,52.9,65.8,12.9,Nagpur,Bhiwapur,49.58,50.42,50.19,50.35,Poor
MA-NH965DD-SEG-0051,NH965DD Segment 51,way/1125100983,NH965DD,51,152.3,174.2,21.9,Sindhudurg,Deogad,49.88,50.12,50.89,50.35,Poor
MA-NH66-SEG-0496,NH66 Segment 496,way/1353320157,NH66,496,128.3,147.8,19.5,Pune,Junnar,49.63,50.37,50.31,50.35,Poor
MA-NH348A-SEG-0058,NH348A Segment 58,way/1035580530,NH348A,58,96.8,110.0,13.2,Pune,Velhe,49.8,50.2,50.71,50.35,Poor
MA-NH161A-SEG-0009,NH161A Segment 9,way/238935248,NH161A,9,3.9,28.6,24.7,Sindhudurg,Kudal,49.63,50.37,50.28,50.34,Poor
MA-NH752E-SEG-0051,NH752E Segment 51,way/1294918654,NH752E,51,181.2,198.4,17.2,Dhule,Shirpur,49.73,50.27,50.51,50.34,Poor
MA-NH752G-SEG-0099,NH752G Segment 99,way/303005933,NH752G,99,154.8,170.4,15.6,Nagpur,Katol,49.67,50.33,50.38,50.34,Poor
MA-NH561A-SEG-0116,NH561A Segment 116,way/1257428080,NH561A,116,87.2,98.6,11.4,Nagpur,Ramtek,49.62,50.38,50.24,50.34,Poor
MA-NH753L-SEG-0024,NH753L Segment 24,way/303949275,NH753L,24,119.6,132.9,13.3,Nashik,Peth,50.0,50.0,51.14,50.34,Poor
MA-NH53-SEG-0555,NH53 Segment 555,way/891839672,NH53,555,156.4,167.5,11.1,Satara,Phaltan,49.74,50.26,50.48,50.33,Poor
MA-NH60-SEG-0344,NH60 Segment 344,way/210788741,NH60,68,93.4,100.0,6.6,Pune,Maval,49.61,50.39,50.16,50.32,Poor
MA-NH53-SEG-0248,NH53 Segment 248,way/315201916,NH53,248,69.8,94.2,24.4,Satara,Khatav,49.65,50.35,50.25,50.32,Poor
MA-NH753BB-SEG-0001,NH753BB Segment 1,way/22867259,NH753BB,1,11.6,31.6,20.0,Sindhudurg,Kankavli,49.65,50.35,50.21,50.31,Poor
MA-NH161-SEG-0414,NH161 Segment 414,way/1353155543,NH161,414,139.7,151.9,12.2,Pune,Shirur,49.58,50.42,50.05,50.31,Poor
MA-NH161-SEG-0129,NH161 Segment 129,way/1242570516,NH161,129,106.9,119.8,12.9,Pune,Purandar,50.11,49.89,51.3,50.31,Poor
MA-NH53-SEG-0174,NH53 Segment 174,way/304253188,NH53,174,159.6,179.6,20.0,Kolhapur,Gaganbawda,49.62,50.38,50.12,50.3,Poor
MA-NH753B-SEG-0015,NH753B Segment 15,way/302298132,NH753B,15,38.4,53.0,14.6,Raigad,Pen,49.66,50.34,50.19,50.3,Poor
MA-NH752G-SEG-0126,NH752G Segment 126,way/1285596095,NH752G,126,193.8,208.6,14.8,Nashik,Yeola,49.97,50.03,50.94,50.3,Poor
MA-NH44-SEG-0087,NH44 Segment 87,way/182450951,NH44,87,26.7,40.2,13.5,Dhule,Sakri,49.56,50.44,49.96,50.3,Poor
MA-NH52-SEG-0629,NH52 Segment 629,way/1227965670,NH52,629,7.5,31.6,24.1,Raigad,Murud,49.62,50.38,50.12,50.3,Poor
MA-NH53-SEG-0860,NH53 Segment 860,way/1338649837,NH53,860,62.8,78.4,15.6,Raigad,Pen,49.55,50.45,49.96,50.3,Poor
MA-NH44-SEG-0406,NH44 Segment 406,way/1362840668,NH44,406,93.9,107.7,13.8,Raigad,Mangaon,49.64,50.36,50.14,50.29,Poor
MA-NH48-SEG-0295,NH48 Segment 295,way/211854803,NH48,295,19.8,28.7,8.9,Pune,Bhor,49.73,50.27,50.33,50.29,Poor
MA-NH752G-SEG-0055,NH752G Segment 55,way/302903617,NH752G,55,40.9,49.8,8.9,Kolhapur,Shirol,49.78,50.22,50.43,50.28,Poor
MA-NH652-SEG-0005,NH652 Segment 5,way/1033404138,NH652,5,177.6,191.7,14.1,Satara,Khandala,49.85,50.15,50.59,50.28,Poor
MA-NH50-SEG-0103,NH50 Segment 103,way/1357196044,NH50,103,175.9,196.0,20.1,Satara,Wai,49.65,50.35,50.07,50.27,Poor
MA-NH53-SEG-0384,NH53 Segment 384,way/865229454,NH53,384,166.2,181.9,15.7,Dhule,Sakri,49.51,50.49,49.72,50.26,Poor
MA-NH48-SEG-0683,NH48 Segment 683,way/640114093,NH48,683,141.4,159.3,17.9,Nashik,Baglan,49.87,50.13,50.56,50.26,Poor
MA-NH160-SEG-0289,NH160 Segment 289,way/1285517958,NH160,289,59.8,66.5,6.7,Raigad,Panvel,49.64,50.36,49.99,50.25,Poor
MA-NH930-SEG-0164,NH930 Segment 164,way/1456882391,NH930,164,1.9,20.1,18.2,Satara,Man,49.72,50.28,50.19,50.25,Poor
MA-NH548DD-SEG-0068,NH548DD Segment 68,way/1271703602,NH548DD,68,160.4,174.0,13.6,Kolhapur,Gaganbawda,49.78,50.22,50.33,50.25,Poor
MA-NH52-SEG-0230,NH52 Segment 230,way/891853451,NH52,230,196.2,215.5,19.3,Satara,Karad,49.7,50.3,50.13,50.25,Poor
MA-NH752H-SEG-0065,NH752H Segment 65,way/853229364,NH752H,65,98.1,107.8,9.7,Sindhudurg,Kudal,49.68,50.32,50.09,50.25,Poor
MA-NH52-SEG-0313,NH52 Segment 313,way/978846121,NH52,313,8.1,21.9,13.8,Nagpur,Katol,49.65,50.35,50.0,50.24,Poor
MA-NH 61-SEG-0010,NH 61 Segment 10,way/1122199957,NH 61,10,133.9,147.1,13.2,Sindhudurg,Sawantwadi,49.73,50.27,50.16,50.24,Poor
MA-NH61-SEG-0047,NH61 Segment 47,way/240769546,NH61,47,195.4,208.5,13.1,Satara,Satara,49.74,50.26,50.2,50.24,Poor
MA-NH52-SEG-0682,NH52 Segment 682,way/1228031028,NH52,682,113.8,123.8,10.0,Pune,Haveli,49.71,50.29,50.13,50.24,Poor
MA-NH52-SEG-0763,NH52 Segment 763,way/1298732309,NH52,763,58.7,71.1,12.4,Nagpur,Katol,49.75,50.25,50.2,50.24,Poor
MA-NH60-SEG-0333,NH60 Segment 333,way/631408121,NH60,333,179.7,202.0,22.3,Satara,Khandala,49.61,50.39,49.85,50.23,Poor
MA-NH753A-SEG-0094,NH753A Segment 94,way/828179634,NH753A,94,132.5,153.2,20.7,Sindhudurg,Vengurla,49.85,50.15,50.41,50.23,Poor
MA-NH52-SEG-0330,NH52 Segment 330,way/978846141,NH52,330,119.1,130.1,11.0,Raigad,Mangaon,49.56,50.44,49.74,50.23,Poor
MA-NH561A-SEG-0012,NH561A Segment 12,way/222601119,NH561A,12,185.9,203.5,17.6,Satara,Jaoli,49.74,50.26,50.13,50.22,Poor
MA-NH353I-SEG-0057,NH353I Segment 57,way/866238903,NH353I,57,83.0,88.3,5.3,Kolhapur,Shirol,49.77,50.23,50.19,50.22,Poor
MA-NH753F-SEG-0260,NH753F Segment 260,way/298822514,NH753F,260,29.7,51.1,21.4,Raigad,Mahad,50.1,49.9,50.98,50.22,Poor
MA-NH353I-SEG-0078,NH353I Segment 78,way/979417205,NH353I,78,177.1,195.1,18.0,Nashik,Sinnar,49.77,50.23,50.21,50.22,Poor
MA-NH60-SEG-0716,NH60 Segment 716,way/1271889507,NH60,716,7.9,29.8,21.9,Nagpur,Bhiwapur,49.89,50.11,50.44,50.21,Poor
MA-NH548DD-SEG-0030,NH548DD Segment 30,way/760448694,NH548DD,30,158.1,176.1,18.0,Raigad,Alibag,49.87,50.13,50.39,50.21,Poor
MA-NH53-SEG-0916,NH53 Segment 916,way/1353089821,NH53,916,8.1,25.1,17.0,Sindhudurg,Kudal,49.78,50.22,50.13,50.19,Poor
MA-NH353I-SEG-0058,NH353I Segment 58,way/866542005,NH353I,58,133.5,154.3,20.8,Solapur,Pandharpur,49.66,50.34,49.82,50.18,Poor
MA-NH53-SEG-0039,NH53 Segment 39,way/217388178,NH53,39,146.2,156.4,10.2,Pune,Shirur,49.7,50.3,49.9,50.18,Poor
MA-NH361F-SEG-0076,NH361F Segment 76,way/1364220296,NH361F,76,52.3,63.9,11.6,Satara,Khandala,49.82,50.18,50.18,50.18,Poor
MA-NH48-SEG-0829,NH48 Segment 829,way/857053156,NH48,829,127.4,133.8,6.4,Kolhapur,Ajra,49.8,50.2,50.14,50.18,Poor
MA-NH66-SEG-0005,NH66 Segment 5,way/44776639,NH66,5,124.6,143.1,18.5,Raigad,Sudhagad,49.99,50.01,50.55,50.17,Poor
MA-NH353C-SEG-0078,NH353C Segment 78,way/1211753979,NH353C,78,98.4,120.5,22.1,Raigad,Sudhagad,49.81,50.19,50.11,50.17,Poor
MA-NH548D-SEG-0049,NH548D Segment 49,way/253451953,NH548D,49,135.7,154.0,18.3,Raigad,Uran,49.71,50.29,49.89,50.17,Poor
MA-NH547E-SEG-0039,NH547E Segment 39,way/1289655763,NH547E,39,141.1,153.5,12.4,Sindhudurg,Kankavli,49.98,50.02,50.5,50.16,Poor
MA-NH548D-SEG-0098,NH548D Segment 98,way/303802998,NH548D,98,13.3,24.1,10.8,Raigad,Mangaon,49.65,50.35,49.73,50.16,Poor
MA-NH166-SEG-0485,NH166 Segment 485,way/1257443659,NH166,485,85.8,107.0,21.2,Raigad,Tala,49.71,50.29,49.81,50.15,Poor
MA-NH752I-SEG-0004,NH752I Segment 4,way/32981555,NH752I,4,135.9,146.3,10.4,Satara,Koregaon,49.78,50.22,49.98,50.15,Poor
MA-NH247-SEG-0044,NH247 Segment 44,way/320444605,NH247,44,180.1,187.8,7.7,Nashik,Dindori,49.82,50.18,50.08,50.15,Poor
MA-NH160-SEG-0320,NH160 Segment 320,way/222758399,NH160,56,108.9,133.5,24.6,Pune,Junnar,49.86,50.14,50.15,50.14,Poor
MA-NH353K-SEG-0004,NH353K Segment 4,way/304224331,NH353K,4,138.8,147.8,9.0,Nashik,Niphad,49.84,50.16,50.1,50.14,Poor
MA-NH60-SEG-0741,NH60 Segment 741,way/1289090470,NH60,741,122.1,135.6,13.5,Sindhudurg,Vaibhavwadi,49.86,50.14,50.11,50.13,Poor
MA-NH348-SEG-0108,NH348 Segment 108,way/1314616461,NH348,108,149.9,160.4,10.5,Kolhapur,Panhala,49.89,50.11,50.18,50.13,Poor
MA-NH753J-SEG-0067,NH753J Segment 67,way/307635986,NH753J,67,14.1,22.1,8.0,Raigad,Sudhagad,49.73,50.27,49.79,50.13,Poor
MA-NH753BE-SEG-0135,NH753BE Segment 135,way/309011173,NH753BE,135,19.4,26.8,7.4,Sindhudurg,Deogad,49.95,50.05,50.31,50.13,Poor
MA-NH44-SEG-0339,NH44 Segment 339,way/840330139,NH44,339,149.8,159.9,10.1,Nashik,Nashik,49.78,50.22,49.9,50.12,Poor
MA-NH160H-SEG-0110,NH160H Segment 110,way/887757489,NH160H,110,124.9,130.0,5.1,Pune,Bhor,49.93,50.07,50.24,50.12,Poor
MA-NH52-SEG-0835,NH52 Segment 835,way/1354584632,NH52,835,171.5,183.6,12.1,Dhule,Shirpur,49.85,50.15,50.05,50.12,Poor
MA-NH353B-SEG-0018,NH353B Segment 18,way/295487571,NH353B,18,77.6,90.7,13.1,Nagpur,Savner,49.92,50.08,50.19,50.11,Poor
MA-NH166-SEG-0414,NH166 Segment 414,way/1257401617,NH166,414,139.2,157.1,17.9,Pune,Khed,49.73,50.27,49.73,50.11,Poor
MA-NH66-SEG-0286,NH66 Segment 286,way/1178708254,NH66,286,76.9,98.8,21.9,Raigad,Poladpur,49.84,50.16,49.98,50.11,Poor
MA-NH48-SEG-0175,NH48 Segment 175,way/137815172,NH48,175,155.7,170.5,14.8,Pune,Shirur,49.88,50.12,50.1,50.11,Poor
MA-NH66-SEG-0515,NH66 Segment 515,way/1354861441,NH66,515,68.7,78.4,9.7,Solapur,Barshi,49.86,50.14,50.01,50.1,Poor
MA-NH52-SEG-0142,NH52 Segment 142,way/825977864,NH52,142,37.5,54.4,16.9,Raigad,Poladpur,49.86,50.14,50.0,50.1,Poor
MA-NH753BE-SEG-0011,NH753BE Segment 11,way/288026272,NH753BE,11,140.3,149.4,9.1,Kolhapur,Panhala,50.07,49.93,50.5,50.1,Poor
MA-NH65-SEG-0419,NH65 Segment 419,way/980183475,NH65,419,143.0,153.8,10.8,Solapur,Mohol,49.89,50.11,50.07,50.1,Poor
MA-NH361F-SEG-0033,NH361F Segment 33,way/305399263,NH361F,33,5.7,13.1,7.4,Sindhudurg,Sawantwadi,49.98,50.02,50.24,50.09,Poor
MA-NH160D-SEG-0011,NH160D Segment 11,way/1285158096,NH160D,11,19.2,43.5,24.3,Nashik,Peth,49.96,50.04,50.22,50.09,Poor
MA-NH548D-SEG-0154,NH548D Segment 154,way/1307646421,NH548D,154,147.0,154.6,7.6,Kolhapur,Bhudargad,50.02,49.98,50.36,50.09,Poor
MA-NH44-SEG-0178,NH44 Segment 178,way/296170222,NH44,178,131.9,144.9,13.0,Pune,Khed,49.94,50.06,50.17,50.09,Poor
MA-NH 61-SEG-0007,NH 61 Segment 7,way/1122199954,NH 61,7,28.0,51.9,23.9,Kolhapur,Gaganbawda,49.95,50.05,50.19,50.09,Poor
MA-NH166-SEG-0333,NH166 Segment 333,way/1256007755,NH166,333,151.1,169.5,18.4,Dhule,Dhule,49.78,50.22,49.77,50.08,Poor
MA-NH53-SEG-0502,NH53 Segment 502,way/880879702,NH53,502,115.7,127.0,11.3,Dhule,Sakri,49.73,50.27,49.64,50.08,Poor
MA-NH965-SEG-0084,NH965 Segment 84,way/575713024,NH965,84,5.1,25.4,20.3,Nagpur,Kalmeshwar,49.85,50.15,49.9,50.08,Poor
MA-NH60-SEG-0452,NH60 Segment 452,way/844553908,NH60,452,140.5,161.6,21.1,Solapur,Mangalwedha,49.89,50.11,49.98,50.07,Poor
MA-NH53-SEG-0573,NH53 Segment 573,way/979399576,NH53,573,53.6,77.9,24.3,Solapur,Mohol,49.94,50.06,50.1,50.07,Poor
MA-NH753F-SEG-0396,NH753F Segment 396,way/856321804,NH753F,396,117.5,136.9,19.4,Kolhapur,Gadhinglaj,49.96,50.04,50.13,50.07,Poor
MA-NH48-SEG-1347,NH48 Segment 1347,way/1451616123,NH48,1347,98.7,117.1,18.4,Kolhapur,Hatkanangle,49.85,50.15,49.89,50.07,Poor
MA-NH7-SEG-0005,NH7 Segment 5,way/308766265,NH7,5,175.7,196.0,20.3,Nashik,Yeola,50.0,50.0,50.2,50.06,Poor
MA-NH166E-SEG-0069,NH166E Segment 69,way/337333601,NH166E,69,99.6,118.9,19.3,Pune,Velhe,49.88,50.12,49.93,50.06,Poor
MA-NH61-SEG-0076,NH61 Segment 76,way/246346866,NH61,76,129.8,148.6,18.8,Nashik,Nashik,49.84,50.16,49.84,50.06,Poor
MA-NH52-SEG-0248,NH52 Segment 248,way/978746399,NH52,248,83.1,98.1,15.0,Raigad,Karjat,50.21,49.79,50.69,50.06,Poor
MA-NH52-SEG-0717,NH52 Segment 717,way/1292554984,NH52,717,64.5,88.9,24.4,Nashik,Niphad,49.94,50.06,50.02,50.05,Poor
MA-NH53-SEG-0256,NH53 Segment 256,way/315201924,NH53,256,107.0,130.3,23.3,Nagpur,Hingna,49.96,50.04,50.07,50.05,Poor
MA-NH66-SEG-0469,NH66 Segment 469,way/1353310465,NH66,469,26.4,48.0,21.6,Satara,Mahabaleshwar,50.09,49.91,50.39,50.05,Poor
MA-NH753M-SEG-0016,NH753M Segment 16,way/394999992,NH753M,16,188.3,205.2,16.9,Raigad,Mahad,49.85,50.15,49.83,50.05,Poor
MA-NH65-SEG-0560,NH65 Segment 560,way/1464087883,NH65,560,85.0,104.0,19.0,Nagpur,Umred,49.96,50.04,50.06,50.05,Poor
MA-NH548DD-SEG-0006,NH548DD Segment 6,way/151709674,NH548DD,6,104.3,127.8,23.5,Pune,Ambegaon,49.92,50.08,49.95,50.04,Poor
MA-NH61-SEG-0049,NH61 Segment 49,way/240769548,NH61,49,48.7,72.7,24.0,Raigad,Poladpur,50.11,49.89,50.37,50.03,Poor
MA-NH752I-SEG-0077,NH752I Segment 77,way/310361536,NH752I,77,112.5,119.3,6.8,Satara,Phaltan,49.93,50.07,49.89,50.02,Poor
MA-NH48-SEG-0500,NH48 Segment 500,way/309731840,NH48,500,128.1,143.0,14.9,Sindhudurg,Vengurla,49.99,50.01,50.05,50.02,Poor
MA-NH50-SEG-0053,NH50 Segment 53,way/862932180,NH50,53,173.9,181.1,7.2,Sindhudurg,Vaibhavwadi,49.94,50.06,49.94,50.02,Poor
MA-NH53-SEG-1290,NH53 Segment 1290,way/1357704287,NH53,1290,67.5,75.0,7.5,Satara,Satara,49.89,50.11,49.82,50.02,Poor
MA-NH50-SEG-0047,NH50 Segment 47,way/860640109,NH50,47,139.3,159.4,20.1,Raigad,Murud,49.83,50.17,49.65,50.01,Poor
MA-NH48-SEG-1262,NH48 Segment 1262,way/1328077548,NH48,1262,102.6,108.3,5.7,Kolhapur,Ajra,49.84,50.16,49.65,50.01,Poor
MA-NH48-SEG-1128,NH48 Segment 1128,way/1286214324,NH48,1128,110.9,124.0,13.1,Raigad,Pen,50.0,50.0,50.0,50.0,Poor
MA-NH66-SEG-0623,NH66 Segment 623,way/1474281026,NH66,623,131.4,145.3,13.9,Satara,Mahabaleshwar,50.01,49.99,50.03,50.0,Poor
MA-NH752K-SEG-0028,NH752K Segment 28,way/304114786,NH752K,28,69.5,83.3,13.8,Raigad,Pen,49.92,50.08,49.82,50.0,Poor
MA-NH166-SEG-0338,NH166 Segment 338,way/1256007762,NH166,338,159.1,167.2,8.1,Kolhapur,Bavda,50.16,49.84,50.38,50.0,Poor
MA-NH753F-SEG-0270,NH753F Segment 270,way/302941555,NH753F,270,59.5,66.2,6.7,Nashik,Dindori,49.86,50.14,49.67,50.0,Poor
MA-NH160-SEG-0249,NH160 Segment 249,way/1285452332,NH160,249,142.8,156.9,14.1,Kolhapur,Hatkanangle,50.03,49.97,50.08,50.0,Poor
MA-NH548H-SEG-0030,NH548H Segment 30,way/1426570360,NH548H,30,116.4,122.3,5.9,Kolhapur,Ajra,49.88,50.12,49.72,50.0,Poor
MA-NH44-SEG-0366,NH44 Segment 366,way/978229763,NH44,366,36.3,51.8,15.5,Raigad,Sudhagad,50.06,49.94,50.15,50.0,Poor
MA-NH361-SEG-0410,NH361 Segment 410,way/979868806,NH361,410,48.3,70.1,21.8,Nashik,Surgana,49.99,50.01,49.93,49.99,Poor
MA-NH160-SEG-0339,NH160 Segment 339,way/1285842732,NH160,339,59.5,79.5,20.0,Kolhapur,Bavda,50.37,49.63,50.8,49.98,Poor
MA-NH965G-SEG-0149,NH965G Segment 149,way/1473600343,NH965G,149,157.2,170.5,13.3,Kolhapur,Karveer,49.92,50.08,49.74,49.98,Poor
MA-NH48-SEG-0577,NH48 Segment 577,way/478881011,NH48,577,165.0,177.5,12.5,Raigad,Pen,50.03,49.97,50.0,49.98,Poor
MA-NH965G-SEG-0057,NH965G Segment 57,way/305513054,NH965G,57,88.8,103.2,14.4,Pune,Baramati,49.98,50.02,49.88,49.98,Poor
MA-NH60-SEG-0691,NH60 Segment 691,way/1212609230,NH60,691,115.3,122.9,7.6,Nashik,Igatpuri,49.97,50.03,49.86,49.98,Poor
MA-NH548D-SEG-0132,NH548D Segment 132,way/871042007,NH548D,132,93.5,98.7,5.2,Nagpur,Butibori,49.97,50.03,49.84,49.97,Poor
MA-NH166-SEG-0531,NH166 Segment 531,way/1257755455,NH166,531,41.4,65.7,24.3,Raigad,Poladpur,50.02,49.98,49.95,49.97,Poor
MA-NH160-SEG-0329,NH160 Segment 329,way/1285611028,NH160,329,157.8,182.0,24.2,Dhule,Sindkhede,50.07,49.93,50.06,49.97,Poor
MA-NH752K-SEG-0016,NH752K Segment 16,way/297426736,NH752K,16,196.4,207.1,10.7,Satara,Satara,50.0,50.0,49.86,49.96,Poor
MA-NH53-SEG-0365,NH53 Segment 365,way/798367640,NH53,365,183.7,204.3,20.6,Raigad,Alibag,50.29,49.71,50.53,49.96,Poor
MA-NH65-SEG-0242,NH65 Segment 242,way/574584609,NH65,242,133.7,141.1,7.4,Satara,Patan,50.06,49.94,50.02,49.96,Poor
MA-NH461B-SEG-0015,NH461B Segment 15,way/678736494,NH461B,15,138.2,145.8,7.6,Raigad,Mahad,50.02,49.98,49.9,49.96,Poor
MA-NH60-SEG-0057,NH60 Segment 57,way/22841404,NH60,10,40.6,53.9,13.3,Raigad,Roha,50.06,49.94,50.0,49.96,Poor
MA-NH48-SEG-1231,NH48 Segment 1231,way/1314355470,NH48,1231,114.9,137.5,22.6,Sindhudurg,Kankavli,50.11,49.89,50.12,49.96,Poor
MA-NH161BB-SEG-0002,NH161BB Segment 2,way/980801247,NH161BB,2,144.9,165.8,20.9,Solapur,Mangalwedha,49.89,50.11,49.62,49.96,Poor
MA-NH61-SEG-0040,NH61 Segment 40,way/240769538,NH61,40,122.9,147.6,24.7,Raigad,Roha,50.06,49.94,50.01,49.96,Poor
MA-NH48-SEG-0120,NH48 Segment 120,way/99815407,NH48,120,86.0,94.0,8.0,Raigad,Mahad,50.03,49.97,49.89,49.95,Poor
