road_id,name,nh_number,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,geometry,notes,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
MA-NH48-SEG-0379,NH48 Segment 379,NH48,168.4,186.9,PMGSY,Inter-State,18.5,4,earthen,2006,,active,LINESTRING(...),,Maharashtra,Satara,Patan,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,691.8,9345,29.4,750,1,"{""M1"":1.1,""M2"":1.19,""M3"":1.04,""M4"":1.12,""M5"":0.89,""M6"":1.14,""M7"":0.83,""M8"":0.92,""M9"":1.02,""M10"":0.86,""M11"":0.84,""M12"":1.12}"
MA-NH48-SEG-0380,NH48 Segment 380,NH48,174.4,189.4,PMGSY,Urban,15,2,concrete,2004,2023,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,890.1,9892,29.8,1000,1,"{""M1"":0.88,""M2"":0.97,""M3"":0.87,""M4"":0.96,""M5"":1.04,""M6"":1.02,""M7"":1.09,""M8"":1.08,""M9"":1.17,""M10"":1.05,""M11"":0.93,""M12"":0.82}"
MA-SH60-SEG-0381,SH60 Segment 381,SH60,176.4,189.8,PMGSY,Inter-State,13.4,2,earthen,2008,,active,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,405.5,9627,38.3,941,1,"{""M1"":1.04,""M2"":0.93,""M3"":0.83,""M4"":0.99,""M5"":0.86,""M6"":0.89,""M7"":0.82,""M8"":0.95,""M9"":0.89,""M10"":0.88,""M11"":0.9,""M12"":0.88}"
MA-NH60-SEG-0382,NH60 Segment 382,NH60,50.9,55.9,PMGSY,State,5,2,concrete,2022,,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,212.4,7442,26.2,883,1,"{""M1"":1.18,""M2"":1.08,""M3"":1.04,""M4"":0.9,""M5"":0.96,""M6"":1.05,""M7"":0.95,""M8"":1.07,""M9"":1.08,""M10"":1.0,""M11"":1.06,""M12"":1.06}"
MA-SH50-SEG-0383,SH50 Segment 383,SH50,59,78.1,Municipality,Urban,19.1,4,concrete,2016,2012,active,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,565.2,7492,35.8,660,1,"{""M1"":0.83,""M2"":0.84,""M3"":1.03,""M4"":1.07,""M5"":0.87,""M6"":1.03,""M7"":1.1,""M8"":0.84,""M9"":1.01,""M10"":1.17,""M11"":0.86,""M12"":1.14}"
MA-SH50-SEG-0384,SH50 Segment 384,SH50,124.2,148.4,Municipality,Inter-State,24.2,4,bitumen,2008,2009,under_construction,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,1167.4,9082,41.6,860,1,"{""M1"":0.9,""M2"":0.96,""M3"":0.96,""M4"":0.89,""M5"":1.07,""M6"":1.18,""M7"":0.85,""M8"":1.18,""M9"":1.16,""M10"":0.92,""M11"":1.06,""M12"":0.84}"
MA-SH50-SEG-0385,SH50 Segment 385,SH50,129.9,151.3,NHAI,Inter-State,21.4,2,earthen,2004,2017,under_construction,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,787.5,7427,35.8,829,1,"{""M1"":1.02,""M2"":0.8,""M3"":1.18,""M4"":1.07,""M5"":0.96,""M6"":1.19,""M7"":0.86,""M8"":0.88,""M9"":0.84,""M10"":0.82,""M11"":1.1,""M12"":1.12}"
MA-SH50-SEG-0386,SH50 Segment 386,SH50,26.9,46.1,NHAI,National,19.2,2,gravel,1999,,under_construction,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,295,7488,30.5,612,1,"{""M1"":0.83,""M2"":0.9,""M3"":0.91,""M4"":1.15,""M5"":0.96,""M6"":0.9,""M7"":1.06,""M8"":0.92,""M9"":1.13,""M10"":1.09,""M11"":1.0,""M12"":0.91}"
MA-SH50-SEG-0387,SH50 Segment 387,SH50,138.2,158.1,State PWD,Inter-State,19.9,4,concrete,2005,2011,active,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,434.1,22943,11.4,2199,2,"{""M1"":0.86,""M2"":0.98,""M3"":0.96,""M4"":1.01,""M5"":0.81,""M6"":0.9,""M7"":1.12,""M8"":1.07,""M9"":0.95,""M10"":0.86,""M11"":1.07,""M12"":1.13}"
MA-NH160-SEG-0388,NH160 Segment 388,NH160,51.8,67.5,PMGSY,State,15.7,2,bitumen,2006,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,441.2,5730,27.6,416,1,"{""M1"":0.87,""M2"":0.94,""M3"":0.88,""M4"":1.07,""M5"":0.83,""M6"":0.94,""M7"":1.12,""M8"":0.92,""M9"":0.99,""M10"":0.99,""M11"":0.87,""M12"":1.09}"
MA-NH60-SEG-0389,NH60 Segment 389,NH60,166.5,187.5,PMGSY,Urban,21,6,earthen,2017,2022,active,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,260.4,4984,19.7,420,0.5,"{""M1"":0.82,""M2"":1.19,""M3"":0.95,""M4"":0.83,""M5"":0.81,""M6"":0.86,""M7"":1.03,""M8"":0.83,""M9"":1.04,""M10"":1.01,""M11"":0.9,""M12"":1.17}"
MA-NH160-SEG-0390,NH160 Segment 390,NH160,58.7,64.9,Municipality,Inter-State,6.2,6,bitumen,2002,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,582.6,3036,19.8,205,0.5,"{""M1"":1.08,""M2"":0.92,""M3"":1.03,""M4"":0.96,""M5"":1.14,""M6"":0.99,""M7"":1.0,""M8"":1.11,""M9"":1.07,""M10"":1.05,""M11"":0.82,""M12"":0.98}"
MA-NH60-SEG-0391,NH60 Segment 391,NH60,49,63.2,NHAI,National,14.2,6,earthen,2020,2017,under_construction,LINESTRING(...),,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,216.1,3940,32.6,460,0.5,"{""M1"":0.82,""M2"":0.91,""M3"":1.12,""M4"":0.97,""M5"":1.07,""M6"":1.05,""M7"":1.0,""M8"":1.2,""M9"":1.06,""M10"":0.94,""M11"":0.85,""M12"":1.03}"
MA-SH60-SEG-0392,SH60 Segment 392,SH60,164.1,169.3,Municipality,Inter-State,5.2,4,earthen,2007,2021,active,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,131.8,14027,44.9,1633,1.5,"{""M1"":1.04,""M2"":1.11,""M3"":0.99,""M4"":1.13,""M5"":1.13,""M6"":1.05,""M7"":0.81,""M8"":0.91,""M9"":0.89,""M10"":1.17,""M11"":1.16,""M12"":0.98}"
MA-NH160-SEG-0393,NH160 Segment 393,NH160,63.7,69.8,NHAI,Urban,6.1,4,earthen,2007,2008,under_construction,LINESTRING(...),,Maharashtra,Dhule,Dhule,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,230.7,2630,36.6,217,0.5,"{""M1"":1.01,""M2"":0.92,""M3"":1.0,""M4"":0.87,""M5"":0.87,""M6"":0.99,""M7"":1.13,""M8"":0.93,""M9"":0.83,""M10"":1.19,""M11"":0.92,""M12"":1.11}"
MA-NH160-SEG-0394,NH160 Segment 394,NH160,157.6,181.7,State PWD,Inter-State,24.1,4,earthen,2019,2021,under_construction,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,467.9,18955,14.7,1403,1.5,"{""M1"":0.92,""M2"":1.08,""M3"":1.05,""M4"":0.93,""M5"":0.99,""M6"":1.15,""M7"":1.02,""M8"":0.86,""M9"":1.16,""M10"":0.92,""M11"":1.03,""M12"":0.94}"
MA-NH48-SEG-0395,NH48 Segment 395,NH48,116.3,134.1,PMGSY,Inter-State,17.8,6,earthen,2009,,under_construction,LINESTRING(...),,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,102.9,13086,44.9,1167,1.5,"{""M1"":1.19,""M2"":0.86,""M3"":1.18,""M4"":1.08,""M5"":1.16,""M6"":0.96,""M7"":0.85,""M8"":1.02,""M9"":0.88,""M10"":0.83,""M11"":1.02,""M12"":0.92}"
MA-SH60-SEG-0396,SH60 Segment 396,SH60,172.7,194,NHAI,State,21.3,6,bitumen,2009,2015,active,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,112.7,10234,34.2,811,1.5,"{""M1"":0.92,""M2"":1.19,""M3"":1.01,""M4"":1.02,""M5"":0.97,""M6"":0.94,""M7"":0.8,""M8"":1.2,""M9"":1.15,""M10"":1.06,""M11"":0.99,""M12"":0.87}"
MA-NH60-SEG-0397,NH60 Segment 397,NH60,7.9,32,NHAI,Inter-State,24.1,4,concrete,2017,2009,under_construction,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,160.3,6714,28.1,575,1,"{""M1"":1.15,""M2"":1.02,""M3"":1.18,""M4"":1.16,""M5"":1.17,""M6"":1.03,""M7"":1.18,""M8"":0.89,""M9"":0.84,""M10"":1.03,""M11"":0.9,""M12"":0.88}"
MA-NH65-SEG-0398,NH65 Segment 398,NH65,75,94.6,NHAI,National,19.6,4,concrete,2000,2022,under_construction,LINESTRING(...),,Maharashtra,Satara,Karad,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1159.4,5976,40.9,525,1,"{""M1"":1.04,""M2"":1.12,""M3"":0.88,""M4"":0.89,""M5"":1.13,""M6"":1.2,""M7"":0.92,""M8"":1.2,""M9"":0.9,""M10"":0.93,""M11"":1.19,""M12"":1.18}"
MA-SH50-SEG-0399,SH50 Segment 399,SH50,109.2,120.8,State PWD,Inter-State,11.6,2,concrete,2004,,active,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,315.6,16279,22.9,1073,1.5,"{""M1"":1.09,""M2"":1.0,""M3"":1.17,""M4"":1.09,""M5"":1.11,""M6"":1.03,""M7"":0.99,""M8"":1.16,""M9"":0.88,""M10"":0.95,""M11"":1.19,""M12"":0.94}"
MA-NH60-SEG-0400,NH60 Segment 400,NH60,118.6,139.2,State PWD,Urban,20.6,6,earthen,2016,,active,LINESTRING(...),,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,292.1,4012,41.3,395,0.5,"{""M1"":1.14,""M2"":1.08,""M3"":1.07,""M4"":0.98,""M5"":0.84,""M6"":0.89,""M7"":1.12,""M8"":1.16,""M9"":0.85,""M10"":0.86,""M11"":1.13,""M12"":0.86}"
MA-NH160-SEG-0401,NH160 Segment 401,NH160,165.6,188,Municipality,Urban,22.4,4,concrete,1998,,active,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,570.6,3214,34.1,382,0.5,"{""M1"":1.1,""M2"":0.93,""M3"":0.91,""M4"":1.06,""M5"":1.09,""M6"":1.09,""M7"":0.98,""M8"":1.04,""M9"":0.91,""M10"":0.99,""M11"":0.99,""M12"":0.99}"
MA-SH50-SEG-0402,SH50 Segment 402,SH50,99.2,118.5,NHAI,Inter-State,19.3,6,bitumen,2015,,under_construction,LINESTRING(...),,Maharashtra,Sindhudurg,Kankavli,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,251.6,9252,12.3,1087,1,"{""M1"":0.95,""M2"":0.95,""M3"":0.84,""M4"":0.96,""M5"":0.88,""M6"":1.01,""M7"":1.11,""M8"":1.11,""M9"":1.11,""M10"":1.13,""M11"":1.19,""M12"":0.9}"
MA-SH60-SEG-0403,SH60 Segment 403,SH60,173.4,180.5,State PWD,National,7.1,4,gravel,2016,,under_construction,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,271.8,29440,32.7,2822,2,"{""M1"":1.14,""M2"":0.97,""M3"":1.12,""M4"":1.06,""M5"":0.84,""M6"":0.9,""M7"":0.94,""M8"":0.85,""M9"":0.95,""M10"":0.8,""M11"":0.99,""M12"":1.07}"
MA-NH60-SEG-0404,NH60 Segment 404,NH60,25.7,38.1,State PWD,Urban,12.4,2,bitumen,2019,,active,LINESTRING(...),,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,269.8,3306,32,260,0.5,"{""M1"":0.86,""M2"":0.98,""M3"":1.01,""M4"":1.17,""M5"":0.86,""M6"":1.02,""M7"":0.98,""M8"":0.8,""M9"":1.17,""M10"":0.82,""M11"":1.06,""M12"":0.97}"
MA-NH160-SEG-0405,NH160 Segment 405,NH160,59.8,81.7,PMGSY,State,21.9,2,earthen,2010,,active,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,95.3,11865,14.1,1267,1.5,"{""M1"":1.16,""M2"":0.83,""M3"":0.85,""M4"":1.13,""M5"":1.08,""M6"":0.93,""M7"":0.86,""M8"":1.14,""M9"":0.85,""M10"":1.01,""M11"":0.99,""M12"":0.85}"
MA-SH60-SEG-0406,SH60 Segment 406,SH60,182.5,206.7,PMGSY,Urban,24.2,2,gravel,2001,,under_construction,LINESTRING(...),,Maharashtra,Dhule,Sakri,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,418.2,5589,11.4,480,1,"{""M1"":1.19,""M2"":0.93,""M3"":0.85,""M4"":1.01,""M5"":1.2,""M6"":0.87,""M7"":1.14,""M8"":0.98,""M9"":0.96,""M10"":1.0,""M11"":1.17,""M12"":1.12}"
MA-NH48-SEG-0407,NH48 Segment 407,NH48,145.5,164.4,State PWD,State,18.9,2,earthen,2018,,under_construction,LINESTRING(...),,Maharashtra,Satara,Patan,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,863.3,6856,31.1,622,1,"{""M1"":1.13,""M2"":0.93,""M3"":0.85,""M4"":0.85,""M5"":0.92,""M6"":1.11,""M7"":1.06,""M8"":0.97,""M9"":0.99,""M10"":1.09,""M11"":0.81,""M12"":1.13}"
MA-SH50-SEG-0408,SH50 Segment 408,SH50,5.8,15.9,NHAI,State,10.1,4,gravel,2006,,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Panhala,ghat,steep,steep,high,TRUE,FALSE,TRUE,FALSE,1010.1,8808,19.3,639,1,"{""M1"":1.02,""M2"":1.04,""M3"":0.83,""M4"":0.93,""M5"":0.8,""M6"":1.2,""M7"":1.14,""M8"":1.19,""M9"":0.91,""M10"":1.15,""M11"":1.1,""M12"":1.15}"
MA-NH65-SEG-0409,NH65 Segment 409,NH65,166.4,180.2,State PWD,National,13.8,6,bitumen,2017,2009,under_construction,LINESTRING(...),,Maharashtra,Raigad,Mahad,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,582.2,6973,35.4,426,1,"{""M1"":1.17,""M2"":0.83,""M3"":1.04,""M4"":1.18,""M5"":0.9,""M6"":0.96,""M7"":1.12,""M8"":0.98,""M9"":0.85,""M10"":1.01,""M11"":1.2,""M12"":0.92}"
MA-NH48-SEG-0410,NH48 Segment 410,NH48,180.5,196.9,Municipality,National,16.4,4,gravel,2017,,under_construction,LINESTRING(...),,Maharashtra,Nashik,Trimbak,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,805.6,11114,10.9,851,1.5,"{""M1"":0.96,""M2"":0.91,""M3"":1.16,""M4"":0.82,""M5"":1.11,""M6"":1.08,""M7"":1.15,""M8"":1.05,""M9"":0.88,""M10"":1.03,""M11"":0.98,""M12"":1.03}"
MA-NH48-SEG-0411,NH48 Segment 411,NH48,35.3,40.9,PMGSY,State,5.6,2,concrete,2018,2014,active,LINESTRING(...),,Maharashtra,Nagpur,Hingna,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,284.7,7240,24.7,686,1,"{""M1"":1.17,""M2"":0.83,""M3"":0.9,""M4"":1.18,""M5"":1.13,""M6"":0.87,""M7"":1.13,""M8"":0.87,""M9"":1.16,""M10"":1.11,""M11"":0.9,""M12"":1.15}"
MA-NH160-SEG-0412,NH160 Segment 412,NH160,82.7,104.3,Municipality,Inter-State,21.6,6,bitumen,2015,2008,active,LINESTRING(...),,Maharashtra,Sindhudurg,Kankavli,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,318.6,13327,11.6,1441,1.5,"{""M1"":1.03,""M2"":0.99,""M3"":1.03,""M4"":0.84,""M5"":0.86,""M6"":1.0,""M7"":0.82,""M8"":0.84,""M9"":0.93,""M10"":1.12,""M11"":0.98,""M12"":1.2}"
MA-NH160-SEG-0413,NH160 Segment 413,NH160,82.8,100.8,Municipality,National,18,6,bitumen,2005,2014,under_construction,LINESTRING(...),,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,200.4,10846,34.6,789,1.5,"{""M1"":0.88,""M2"":0.89,""M3"":0.84,""M4"":1.01,""M5"":0.86,""M6"":1.01,""M7"":0.92,""M8"":0.94,""M9"":0.82,""M10"":1.19,""M11"":1.06,""M12"":0.81}"
MA-SH60-SEG-0414,SH60 Segment 414,SH60,28.5,52.5,PMGSY,National,24,6,earthen,2013,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,176.4,6089,14,563,1,"{""M1"":0.82,""M2"":0.8,""M3"":0.81,""M4"":0.93,""M5"":0.86,""M6"":0.85,""M7"":1.08,""M8"":0.84,""M9"":0.89,""M10"":1.18,""M11"":1.05,""M12"":0.83}"
MA-NH48-SEG-0415,NH48 Segment 415,NH48,150.3,164,State PWD,Inter-State,13.7,4,concrete,2015,2009,active,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,313.2,19638,18.2,2223,1.5,"{""M1"":1.02,""M2"":0.93,""M3"":1.0,""M4"":1.12,""M5"":0.94,""M6"":1.12,""M7"":1.07,""M8"":1.01,""M9"":1.07,""M10"":0.88,""M11"":0.82,""M12"":0.8}"
MA-NH48-SEG-0416,NH48 Segment 416,NH48,102.1,127,Municipality,Inter-State,24.9,2,earthen,2018,,active,LINESTRING(...),,Maharashtra,Sindhudurg,Sawantwadi,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,FALSE,148.5,5721,39,505,1,"{""M1"":0.81,""M2"":1.16,""M3"":1.17,""M4"":0.88,""M5"":1.04,""M6"":0.88,""M7"":1.16,""M8"":1.07,""M9"":1.1,""M10"":0.82,""M11"":0.81,""M12"":1.14}"
MA-NH60-SEG-0417,NH60 Segment 417,NH60,20.3,32.6,NHAI,Urban,12.3,4,earthen,2022,2011,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Kamptee,plain,plain,flat,medium,FALSE,FALSE,FALSE,FALSE,80.4,5903,24.2,362,1,"{""M1"":1.03,""M2"":0.98,""M3"":1.19,""M4"":0.98,""M5"":1.01,""M6"":0.96,""M7"":0.88,""M8"":0.94,""M9"":0.93,""M10"":1.07,""M11"":0.98,""M12"":0.93}"
MA-SH60-SEG-0418,SH60 Segment 418,SH60,69.4,74.7,Municipality,National,5.3,6,earthen,2012,2014,active,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,481.9,5260,40.4,581,1,"{""M1"":1.15,""M2"":1.14,""M3"":0.88,""M4"":1.19,""M5"":0.98,""M6"":1.1,""M7"":1.06,""M8"":1.01,""M9"":1.07,""M10"":0.84,""M11"":0.98,""M12"":0.91}"
MA-NH60-SEG-0419,NH60 Segment 419,NH60,135.5,150.7,State PWD,State,15.2,2,concrete,2018,,active,LINESTRING(...),,Maharashtra,Pune,Mulshi,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,384.8,20681,20.7,2388,2,"{""M1"":1.06,""M2"":1.2,""M3"":0.8,""M4"":1.04,""M5"":1.11,""M6"":0.81,""M7"":1.03,""M8"":1.18,""M9"":1.19,""M10"":0.87,""M11"":0.9,""M12"":1.07}"
MA-NH65-SEG-0420,NH65 Segment 420,NH65,196.8,210.6,NHAI,National,13.8,2,earthen,2017,,under_construction,LINESTRING(...),,Maharashtra,Pune,Bhor,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,TRUE,335,28095,29,2549,2,"{""M1"":0.89,""M2"":1.18,""M3"":1.16,""M4"":0.9,""M5"":0.97,""M6"":0.98,""M7"":1.02,""M8"":1.02,""M9"":1.08,""M10"":1.03,""M11"":1.03,""M12"":0.88}"
MA-NH160-SEG-0421,NH160 Segment 421,NH160,175.3,184.6,Municipality,State,9.3,6,bitumen,2009,,under_construction,LINESTRING(...),,Maharashtra,Nashik,Sinnar,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,715.1,6784,18.6,701,1,"{""M1"":0.93,""M2"":1.19,""M3"":1.05,""M4"":1.04,""M5"":1.1,""M6"":0.92,""M7"":0.91,""M8"":0.9,""M9"":1.15,""M10"":1.07,""M11"":1.17,""M12"":1.08}"
MA-NH160-SEG-0422,NH160 Segment 422,NH160,37.1,45.3,Municipality,National,8.2,4,bitumen,2006,,under_construction,LINESTRING(...),,Maharashtra,Pune,Haveli,urban_corridor,plain,moderate,medium,FALSE,FALSE,FALSE,FALSE,506.2,25595,19.5,2971,2,"{""M1"":1.17,""M2"":0.99,""M3"":1.16,""M4"":1.06,""M5"":1.08,""M6"":1.08,""M7"":1.11,""M8"":1.12,""M9"":0.89,""M10"":1.14,""M11"":1.17,""M12"":1.09}"
MA-NH48-SEG-0423,NH48 Segment 423,NH48,90.2,99.6,PMGSY,National,9.4,2,bitumen,2008,,under_construction,LINESTRING(...),,Maharashtra,Solapur,Pandharpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,323.9,6902,42.9,437,1,"{""M1"":1.19,""M2"":1.17,""M3"":1.14,""M4"":1.2,""M5"":1.16,""M6"":0.84,""M7"":1.17,""M8"":1.16,""M9"":1.09,""M10"":1.18,""M11"":0.96,""M12"":0.98}"
MA-NH48-SEG-0424,NH48 Segment 424,NH48,32.2,54.4,Municipality,Urban,22.2,2,gravel,2011,2010,under_construction,LINESTRING(...),,Maharashtra,Dhule,Shirpur,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,68.8,6187,41.6,494,1,"{""M1"":1.13,""M2"":0.95,""M3"":1.18,""M4"":0.94,""M5"":1.02,""M6"":0.85,""M7"":0.9,""M8"":0.9,""M9"":0.88,""M10"":1.01,""M11"":1.03,""M12"":0.88}"
MA-NH65-SEG-0425,NH65 Segment 425,NH65,167.1,182.7,State PWD,National,15.6,6,bitumen,2003,2017,active,LINESTRING(...),,Maharashtra,Raigad,Alibag,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,414.3,5471,26.3,381,1,"{""M1"":1.03,""M2"":0.96,""M3"":1.05,""M4"":0.99,""M5"":0.92,""M6"":1.03,""M7"":0.89,""M8"":0.88,""M9"":1.17,""M10"":1.1,""M11"":0.94,""M12"":1.12}"
MA-NH65-SEG-0426,NH65 Segment 426,NH65,63.4,72.8,PMGSY,Inter-State,9.4,6,earthen,2004,2018,under_construction,LINESTRING(...),,Maharashtra,Nagpur,Umred,plain,plain,flat,medium,FALSE,FALSE,FALSE,TRUE,12.8,4395,36.2,458,0.5,"{""M1"":1.06,""M2"":0.82,""M3"":1.19,""M4"":0.9,""M5"":1.0,""M6"":0.89,""M7"":0.82,""M8"":1.0,""M9"":0.92,""M10"":0.86,""M11"":1.11,""M12"":0.87}"
MA-NH160-SEG-0427,NH160 Segment 427,NH160,84,99.9,PMGSY,National,15.9,4,gravel,2019,2016,under_construction,LINESTRING(...),,Maharashtra,Raigad,Shrivardhan,coastal,hilly,moderate,high,FALSE,TRUE,FALSE,TRUE,166.1,7098,24.1,676,1,"{""M1"":0.82,""M2"":0.91,""M3"":1.07,""M4"":0.88,""M5"":1.03,""M6"":0.8,""M7"":0.97,""M8"":1.18,""M9"":1.02,""M10"":1.0,""M11"":1.12,""M12"":0.85}"
MA-SH60-SEG-0428,SH60 Segment 428,SH60,186.7,200.4,NHAI,State,13.7,4,bitumen,1999,,active,LINESTRING(...),,Maharashtra,Solapur,Barshi,plateau,plain,flat,low,FALSE,FALSE,FALSE,FALSE,357.8,2724,20.2,271,0.5,"{""M1"":0.95,""M2"":1.17,""M3"":1.13,""M4"":0.88,""M5"":1.16,""M6"":1.12,""M7"":0.85,""M8"":1.11,""M9"":0.82,""M10"":1.07,""M11"":1.18,""M12"":0.84}"
MA-NH160-SEG-0429,NH160 Segment 429,NH160,167.4,185.2,NHAI,Inter-State,17.8,4,concrete,2021,,active,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,821.4,6734,19.2,720,1,"{""M1"":0.88,""M2"":1.14,""M3"":0.9,""M4"":0.82,""M5"":0.86,""M6"":1.11,""M7"":1.08,""M8"":1.0,""M9"":0.9,""M10"":0.93,""M11"":1.2,""M12"":1.14}"
MA-NH160-SEG-0430,NH160 Segment 430,NH160,58,75,PMGSY,State,17,2,gravel,2020,,under_construction,LINESTRING(...),,Maharashtra,Kolhapur,Karveer,ghat,steep,steep,high,TRUE,FALSE,TRUE,TRUE,940.9,9401,41.3,880,1,"{""M1"":0.84,""M2"":0.95,""M3"":1.12,""M4"":0.98,""M5"":0.8,""M6"":0.83,""M7"":0.93,""M8"":0.94,""M9"":0.97,""M10"":0.95,""M11"":1.02,""M12"":0.83}"
MA-SH50-SEG-0431,SH50 Segment 431,SH50,14.9,25.5,PMGSY,Inter-State,10.6,6,gravel,2009,2019,under_construction,LINESTRING(...),,Maharashtra,Nashik,Igatpuri,ghat,steep,steep,medium,TRUE,FALSE,TRUE,FALSE,890.5,6614,12,664,1,"{""M1"":1.01,""M2"":0.93,""M3"":1.02,""M4"":1.0,""M5"":1.18,""M6"":0.85,""M7"":0.81,""M8"":1.11,""M9"":0.96,""M10"":0.96,""M11"":0.92,""M12"":1.07}"
MA-SH50-SEG-0432,SH50 Segment 432,SH50,124.9,133.3,State PWD,Inter-State,8.4,4,bitumen,2005,2018,under_construction,LINESTRING(...),,Maharashtra,Solapur,Mangalwedha,plateau,plain,flat,low,FALSE,FALSE,FALSE,TRUE,268.6,3048,43.2,203,0.5,"{""M1"":1.09,""M2"":0.82,""M3"":0.96,""M4"":1.01,""M5"":0.99,""M6"":1.07,""M7"":1.07,""M8"":0.82,""M9"":0.92,""M10"":1.08,""M11"":0.96,""M12"":0.95}"
