road_id,last_lidar_survey_date,lidar_source,point_density_pts_per_m2,lidar_quality_score,pothole_count,pothole_total_volume_m3,avg_pothole_depth_mm,max_pothole_depth_mm,pothole_areas_m2,avg_rut_depth_mm,max_rut_depth_mm,roughness_proxy,damaged_area_percent,scan_id,las_filename,potree_url
MA-SH60-SEG-0381,2025-06-11,mobile,237.3,55,75,7.0702,139.2,249,"[1.013, 0.37, 0.133, 0.075, 0.753, 0.418, 0.969, 0.177, 1.198, 0.677, 1.017, 0.435, 0.542, 0.333, 0.704, 0.212, 0.643, 0.439, 0.666, 0.31, 0.252, 0.714, 1.137, 0.569, 0.68, 0.622, 0.75, 1.157, 1.047, 1.14, 1.006, 0.978, 0.2, 0.924, 0.505, 0.455, 0.098, 0.754, 1.083, 1.046, 1.114, 0.121, 0.757, 0.348, 0.944, 0.795, 1.198, 0.907, 0.492, 0.708, 0.58, 0.487, 0.877, 0.331, 0.542, 0.494, 0.858, 0.649, 0.09, 1.14, 0.591, 0.183, 0.6, 0.855, 1.145, 0.921, 0.58, 1.191, 1.056, 0.56, 0.669, 0.133, 1.138, 0.384, 0.078]",7.2,12.9,2.59,0.0371,4762c8f5-621a-483d-a4b7-0271a012f858,4762c8f5-621a-483d-a4b7-0271a012f858.laz,https://potree.example.com/viewer/4762c8f5-621a-483d-a4b7-0271a012f858
MA-NH60-SEG-0382,2025-11-21,phone,19.2,40,3,0.2816,105.3,147,"[0.942, 0.996, 0.635]",4.5,4.8,1.47,0.0051,2a1e65af-99f0-471f-a4f2-aa7c010e7f1a,2a1e65af-99f0-471f-a4f2-aa7c010e7f1a.laz,https://potree.example.com/viewer/2a1e65af-99f0-471f-a4f2-aa7c010e7f1a
MA-SH50-SEG-0383,2025-08-08,mobile,179.2,44,28,2.571,136.4,243,"[0.643, 1.041, 0.478, 0.22, 0.505, 0.256, 0.994, 0.074, 0.248, 0.638, 0.979, 0.344, 0.664, 0.451, 0.521, 1.199, 0.157, 0.351, 0.063, 0.687, 0.572, 1.189, 1.042, 1.041, 0.34, 0.897, 0.737, 1.08]",6.6,11.9,2.1,0.0091,f0fec0a2-75fd-4aee-8af9-c607a8ce0221,f0fec0a2-75fd-4aee-8af9-c607a8ce0221.laz,https://potree.example.com/viewer/f0fec0a2-75fd-4aee-8af9-c607a8ce0221
MA-SH50-SEG-0384,2025-10-11,drone,310.5,74,107,9.295,135.6,247,"[0.186, 0.896, 0.212, 0.724, 0.254, 0.598, 1.019, 0.927, 1.04, 0.736, 0.297, 0.179, 0.394, 0.384, 0.161, 0.152, 0.515, 0.183, 0.48, 0.436, 0.469, 1.15, 0.096, 0.731, 0.933, 1.128, 0.776, 0.882, 0.986, 1.178, 0.97, 0.604, 0.901, 0.926, 0.359, 0.991, 0.223, 0.621, 0.05, 0.535, 0.252, 0.614, 0.63, 0.416, 0.387, 0.913, 0.418, 1.16, 0.834, 0.911, 1.019, 0.182, 0.814, 0.397, 0.557, 0.579, 0.094, 0.469, 0.999, 0.684, 0.075, 1.011, 0.206, 1.123, 1.011, 1.139, 0.931, 0.845, 0.108, 0.563, 0.763, 0.244, 0.979, 0.803, 0.912, 1.031, 0.32, 0.908, 0.809, 0.058, 1.186, 0.794, 0.457, 0.723, 0.357, 0.776, 0.43, 0.756, 0.838, 1.013, 0.95, 0.692, 1.172, 0.673, 1.175, 0.762, 1.106, 0.815, 0.962, 0.463, 0.089, 0.466, 0.663, 0.805, 0.588, 0.222, 0.937]",14.9,21.6,3.41,0.0291,e0f26427-8db9-410f-a314-9fc4be647f6f,e0f26427-8db9-410f-a314-9fc4be647f6f.laz,https://potree.example.com/viewer/e0f26427-8db9-410f-a314-9fc4be647f6f
MA-SH50-SEG-0385,2025-06-08,drone,395.3,100,86,6.6524,134.2,249,"[0.886, 0.658, 0.527, 0.813, 1.023, 0.456, 0.429, 0.854, 0.05, 0.353, 0.292, 1.038, 0.412, 0.734, 0.271, 0.631, 0.254, 0.284, 0.929, 0.089, 0.9, 0.24, 1.1, 1.188, 0.317, 0.785, 1.12, 0.684, 0.238, 0.725, 0.57, 1.017, 0.29, 0.932, 0.799, 0.566, 0.718, 0.279, 0.613, 0.862, 0.79, 1.17, 0.801, 0.153, 0.784, 0.245, 0.898, 0.729, 0.309, 0.132, 0.114, 0.591, 1.124, 0.809, 0.48, 0.925, 0.214, 0.519, 1.136, 0.606, 0.383, 0.29, 0.981, 0.887, 0.57, 0.631, 0.498, 0.207, 0.058, 0.068, 0.943, 0.824, 0.164, 0.147, 1.093, 1.064, 0.572, 0.957, 0.196, 0.157, 1.127, 0.546, 0.224, 0.541, 0.243, 0.248]",7.1,9.6,2.28,0.0239,77cc8573-ebfb-4c16-a87a-cbcd01440c48,77cc8573-ebfb-4c16-a87a-cbcd01440c48.laz,https://potree.example.com/viewer/77cc8573-ebfb-4c16-a87a-cbcd01440c48
MA-SH50-SEG-0386,2025-08-20,mobile,207.2,58,46,3.864,124.5,250,"[1.112, 0.743, 1.185, 0.183, 0.995, 0.791, 0.726, 0.853, 1.142, 0.703, 0.776, 0.334, 1.085, 1.165, 0.123, 1.2, 0.789, 0.187, 1.032, 0.439, 0.992, 0.802, 0.703, 0.083, 0.161, 0.131, 0.388, 0.684, 0.821, 0.313, 0.224, 0.282, 0.885, 0.1, 0.669, 0.31, 0.315, 1.026, 1.027, 0.467, 0.616, 0.931, 0.301, 0.912, 0.382, 1.038]",8.5,9.2,2.24,0.0157,e556493c-5883-449a-a7e6-c8ec9862bf46,e556493c-5883-449a-a7e6-c8ec9862bf46.laz,https://potree.example.com/viewer/e556493c-5883-449a-a7e6-c8ec9862bf46
MA-SH50-SEG-0387,2026-01-02,mobile,223.7,46,92,7.8452,134.3,249,"[0.403, 0.054, 0.568, 0.445, 0.401, 0.543, 0.179, 0.925, 0.524, 0.828, 0.065, 0.078, 0.618, 0.908, 0.303, 0.757, 0.822, 0.666, 0.497, 1.072, 1.076, 0.138, 0.81, 0.38, 0.332, 0.776, 0.804, 0.404, 0.183, 0.776, 0.636, 0.873, 0.54, 0.759, 0.21, 0.573, 0.866, 0.697, 0.987, 1.189, 0.438, 0.234, 1.13, 0.735, 0.224, 1.156, 0.229, 1.058, 0.767, 0.852, 0.313, 0.968, 0.734, 0.227, 0.742, 0.368, 0.674, 0.568, 0.334, 0.397, 1.176, 0.934, 1.098, 0.688, 1.048, 1.097, 0.546, 0.791, 0.781, 0.387, 0.709, 0.953, 0.872, 0.418, 0.277, 0.792, 0.481, 0.782, 0.374, 1.111, 0.702, 0.738, 0.409, 0.136, 0.956, 0.358, 0.225, 0.405, 0.055, 0.893, 0.246, 0.754]",5.7,7.9,2.55,0.0286,3bde0db0-a51e-4a8a-b94e-819826356b01,3bde0db0-a51e-4a8a-b94e-819826356b01.laz,https://potree.example.com/viewer/3bde0db0-a51e-4a8a-b94e-819826356b01
MA-NH160-SEG-0388,2025-07-19,mobile,167.5,46,11,0.8367,143.1,240,"[0.576, 0.623, 0.213, 0.639, 0.668, 0.706, 0.456, 0.677, 0.258, 0.942, 0.198]",4.5,7.6,2.58,0.0038,77ad4253-6915-436f-a429-db3f146c2199,77ad4253-6915-436f-a429-db3f146c2199.laz,https://potree.example.com/viewer/77ad4253-6915-436f-a429-db3f146c2199
MA-NH60-SEG-0389,2025-04-08,mobile,289.5,77,18,1.1762,114.5,245,"[0.747, 0.592, 0.434, 0.826, 0.588, 0.662, 0.564, 1.034, 0.082, 1.183, 0.613, 1.057, 0.206, 0.502, 0.187, 0.502, 0.45, 1.037]",1.4,2,1.76,0.0054,8bec304a-b5ce-4347-87a9-e9a4824c76a0,8bec304a-b5ce-4347-87a9-e9a4824c76a0.laz,https://potree.example.com/viewer/8bec304a-b5ce-4347-87a9-e9a4824c76a0
MA-NH160-SEG-0390,2026-02-13,phone,13.7,40,3,0.2595,125,178,"[0.46, 0.91, 0.68]",5.1,5.5,1.75,0.0033,7ace95bb-910a-49db-be2f-95e68604009d,7ace95bb-910a-49db-be2f-95e68604009d.laz,https://potree.example.com/viewer/7ace95bb-910a-49db-be2f-95e68604009d
MA-NH60-SEG-0391,2025-05-25,phone,35.6,40,3,0.2602,129.3,184,"[0.675, 0.547, 1.183]",6,7.6,2.52,0.0017,3cfbaa1d-762b-4248-bc1b-c5197aa5690c,3cfbaa1d-762b-4248-bc1b-c5197aa5690c.laz,https://potree.example.com/viewer/3cfbaa1d-762b-4248-bc1b-c5197aa5690c
MA-SH60-SEG-0392,2026-01-20,mobile,282.3,60,31,2.9938,158.7,246,"[0.823, 0.624, 1.003, 0.145, 0.24, 0.257, 0.797, 1.078, 0.993, 0.877, 0.139, 0.928, 0.461, 0.659, 0.713, 0.611, 1.013, 0.354, 0.559, 0.595, 0.516, 1.158, 0.158, 1.131, 0.07, 0.569, 0.674, 0.356, 0.419, 0.075, 0.22]",5.9,10.2,2.46,0.035,f8d6c5e8-c7dd-424c-a7b6-cb45001cdb6c,f8d6c5e8-c7dd-424c-a7b6-cb45001cdb6c.laz,https://potree.example.com/viewer/f8d6c5e8-c7dd-424c-a7b6-cb45001cdb6c
MA-NH160-SEG-0393,2025-04-13,phone,8,40,3,0.1888,165,217,"[0.157, 0.606, 0.471]",4,4.8,1.87,0.002,74353a05-e72f-473d-a6d6-57cd9ee2155b,74353a05-e72f-473d-a6d6-57cd9ee2155b.laz,https://potree.example.com/viewer/74353a05-e72f-473d-a6d6-57cd9ee2155b
MA-NH160-SEG-0394,2025-03-12,mobile,221.2,61,140,12.4391,131.1,247,"[0.988, 0.656, 1.109, 0.697, 0.297, 0.39, 0.793, 0.277, 0.623, 0.786, 0.371, 0.84, 0.881, 0.147, 0.199, 0.171, 0.661, 0.161, 0.167, 0.419, 0.202, 0.569, 0.537, 0.751, 0.193, 0.761, 0.408, 0.721, 1.084, 0.473, 0.616, 0.583, 0.299, 0.178, 0.284, 0.907, 1.017, 0.311, 0.969, 0.476, 0.202, 0.991, 0.767, 1.176, 1.037, 0.441, 1.084, 0.572, 0.091, 0.267, 1.026, 0.68, 0.598, 0.106, 0.419, 0.673, 1.16, 0.774, 0.751, 0.81, 0.144, 0.316, 0.315, 0.374, 0.758, 1.152, 0.818, 1.103, 0.721, 1.116, 0.686, 0.589, 0.423, 0.656, 0.588, 1.096, 0.429, 0.45, 0.918, 0.9, 1.152, 0.784, 1.096, 0.52, 0.73, 0.742, 0.826, 0.887, 0.875, 0.748, 0.616, 0.342, 0.501, 0.428, 1.151, 0.416, 0.893, 0.414, 1.078, 0.271, 0.961, 0.863, 0.346, 0.06, 0.933, 1.123, 1.061, 0.631, 0.594, 1.013, 1.175, 0.733, 0.59, 0.598, 0.244, 0.829, 0.182, 1.003, 1.068, 0.395, 0.789, 0.792, 0.344, 0.869, 0.32, 0.691, 0.828, 0.569, 0.698, 0.092, 0.998, 1.054, 0.277, 0.268, 0.727, 1.143, 0.845, 1.06, 0.832, 1.101]",11.3,11.4,2.81,0.0383,cd53f30d-63e5-4161-8c42-61e143aec6d2,cd53f30d-63e5-4161-8c42-61e143aec6d2.laz,https://potree.example.com/viewer/cd53f30d-63e5-4161-8c42-61e143aec6d2
MA-NH48-SEG-0395,2025-03-15,phone,37.6,40,65,4.6476,125.7,246,"[0.107, 0.694, 0.267, 0.612, 0.519, 0.102, 0.999, 0.862, 0.257, 0.707, 0.235, 0.152, 0.539, 0.674, 0.073, 0.523, 1.11, 0.192, 0.563, 0.552, 0.715, 0.579, 1.151, 1.089, 0.315, 0.232, 0.058, 0.172, 0.82, 1.098, 1.127, 1.022, 0.759, 1.023, 0.485, 0.396, 0.354, 0.455, 0.705, 0.594, 0.779, 1.003, 0.973, 0.119, 0.594, 0.864, 0.97, 0.18, 0.327, 0.335, 0.087, 0.546, 0.407, 0.224, 0.322, 0.193, 0.221, 0.624, 0.792, 0.938, 0.349, 0.957, 0.815, 0.991, 1.125]",6.2,7.9,2.22,0.0211,049b076b-32e3-4e40-96d7-9235ce728197,049b076b-32e3-4e40-96d7-9235ce728197.laz,https://potree.example.com/viewer/049b076b-32e3-4e40-96d7-9235ce728197
MA-SH60-SEG-0396,2025-11-01,mobile,269.5,62,40,3.8885,143.4,249,"[0.444, 0.506, 1.025, 0.842, 1.131, 0.344, 0.402, 0.96, 0.076, 0.538, 0.641, 0.682, 1.004, 1.157, 0.444, 0.373, 0.209, 0.688, 1.069, 0.415, 1.096, 0.944, 1.106, 0.09, 0.834, 0.827, 0.323, 0.929, 0.561, 0.958, 0.883, 0.926, 0.33, 1.125, 0.853, 0.172, 0.672, 0.523, 0.226, 1.161]",8,9.5,3.26,0.0129,85b4db3b-1793-460e-bb24-0d0c1a5758aa,85b4db3b-1793-460e-bb24-0d0c1a5758aa.laz,https://potree.example.com/viewer/85b4db3b-1793-460e-bb24-0d0c1a5758aa
MA-NH60-SEG-0397,2025-12-26,mobile,164,41,15,1.084,121.6,240,"[0.733, 1.139, 0.876, 0.437, 0.348, 0.179, 0.354, 0.666, 0.186, 0.293, 0.534, 1.095, 0.197, 0.354, 0.209]",3.3,3.8,2.39,0.0032,5840f52a-9bf0-452d-89c2-d42a237c7584,5840f52a-9bf0-452d-89c2-d42a237c7584.laz,https://potree.example.com/viewer/5840f52a-9bf0-452d-89c2-d42a237c7584
MA-NH65-SEG-0398,2025-06-23,drone,377.7,92,40,3.085,134.7,242,"[0.864, 1.055, 0.569, 0.553, 1.149, 0.551, 0.613, 0.221, 0.271, 1.115, 0.229, 0.263, 0.073, 0.555, 0.525, 0.816, 0.561, 0.683, 1.046, 0.096, 0.448, 0.283, 0.096, 0.218, 0.516, 0.253, 0.137, 1.003, 0.965, 0.435, 0.857, 0.735, 1.063, 0.75, 0.552, 0.57, 0.717, 0.416, 0.343, 0.692]",15.4,26.5,2.79,0.0117,ba7c7d3b-156f-4523-a4f6-f2b11bb0974e,ba7c7d3b-156f-4523-a4f6-f2b11bb0974e.laz,https://potree.example.com/viewer/ba7c7d3b-156f-4523-a4f6-f2b11bb0974e
MA-SH50-SEG-0399,2025-08-20,mobile,122.9,40,26,2.0037,141.2,248,"[0.48, 0.355, 0.523, 0.196, 0.208, 0.947, 0.444, 0.419, 0.792, 0.073, 0.184, 0.978, 0.408, 0.078, 0.854, 0.276, 1.169, 0.677, 0.985, 0.49, 0.43, 0.552, 0.178, 0.087, 1.049, 0.551]",9.4,13.9,3.6,0.0115,224bcacf-b6c0-4b72-8b67-14a80a796d58,224bcacf-b6c0-4b72-8b67-14a80a796d58.laz,https://potree.example.com/viewer/224bcacf-b6c0-4b72-8b67-14a80a796d58
MA-NH60-SEG-0400,2025-08-01,phone,30.8,40,9,0.7712,130.1,249,"[0.074, 0.342, 0.906, 0.431, 0.969, 1.188, 0.387, 0.55, 0.273]",5.9,7.2,2.6,0.0025,5c16388b-a704-4653-81c2-2257f149cf7c,5c16388b-a704-4653-81c2-2257f149cf7c.laz,https://potree.example.com/viewer/5c16388b-a704-4653-81c2-2257f149cf7c
MA-NH160-SEG-0401,2025-07-04,phone,31.4,40,11,0.8041,125.7,244,"[0.28, 0.337, 0.835, 0.267, 0.196, 0.993, 0.679, 0.841, 1.007, 0.352, 0.819]",3,5.2,1.66,0.0029,9a8c5857-c2e7-44f0-be17-5de4cd5cd8a7,9a8c5857-c2e7-44f0-be17-5de4cd5cd8a7.laz,https://potree.example.com/viewer/9a8c5857-c2e7-44f0-be17-5de4cd5cd8a7
MA-SH50-SEG-0402,2025-05-31,phone,15.5,40,43,3.4866,140.7,247,"[0.278, 0.181, 1.116, 1.029, 0.414, 0.206, 0.92, 0.966, 0.976, 0.736, 1.051, 0.51, 0.353, 0.492, 0.419, 0.458, 0.529, 1.151, 0.812, 0.726, 0.685, 0.967, 0.135, 0.751, 0.601, 0.698, 0.601, 0.704, 1.148, 0.576, 0.671, 0.087, 0.746, 0.225, 0.492, 0.136, 0.741, 0.988, 0.44, 0.132, 0.544, 0.367, 0.407]",4.4,5.2,2.12,0.0136,3216d14d-6db3-4242-bd13-149ced24d9d1,3216d14d-6db3-4242-bd13-149ced24d9d1.laz,https://potree.example.com/viewer/3216d14d-6db3-4242-bd13-149ced24d9d1
MA-SH60-SEG-0403,2025-12-06,mobile,194.1,47,59,4.4956,137.2,249,"[0.794, 0.26, 0.806, 1.188, 0.695, 0.392, 0.515, 0.114, 0.125, 0.338, 0.481, 0.586, 1.2, 0.237, 0.346, 0.658, 0.692, 0.341, 0.322, 0.607, 0.381, 0.639, 0.188, 0.99, 0.651, 1.178, 0.188, 1.067, 0.725, 0.124, 0.849, 0.32, 0.997, 0.619, 0.628, 0.785, 0.286, 0.376, 1.165, 0.212, 0.703, 1.041, 0.131, 0.803, 0.294, 0.851, 0.498, 0.292, 0.99, 0.207, 0.302, 1.164, 0.307, 1.108, 0.586, 0.317, 0.277, 0.096, 0.783]",9.6,9.8,3.62,0.0476,466a9bb8-719a-4038-80f4-0c41d59d38ab,466a9bb8-719a-4038-80f4-0c41d59d38ab.laz,https://potree.example.com/viewer/466a9bb8-719a-4038-80f4-0c41d59d38ab
MA-NH60-SEG-0404,2025-06-11,phone,14,40,8,0.8404,166.5,250,"[0.239, 0.911, 0.906, 0.434, 0.088, 0.642, 0.936, 0.959]",4.1,7.1,1.83,0.0041,8df61f26-8546-4dfb-8ecf-6411a8779b12,8df61f26-8546-4dfb-8ecf-6411a8779b12.laz,https://potree.example.com/viewer/8df61f26-8546-4dfb-8ecf-6411a8779b12
MA-NH160-SEG-0405,2025-06-21,mobile,102.7,40,16,1.6347,157.4,222,"[0.799, 1.176, 0.695, 0.587, 1.157, 0.182, 0.22, 0.331, 1.19, 0.739, 0.319, 0.368, 0.112, 1.195, 0.701, 1.039]",3,3.7,2.23,0.0049,82e6c5e5-044d-43c6-954c-2baa8e6ec602,82e6c5e5-044d-43c6-954c-2baa8e6ec602.laz,https://potree.example.com/viewer/82e6c5e5-044d-43c6-954c-2baa8e6ec602
MA-SH60-SEG-0406,2025-03-04,phone,37.4,40,15,1.4201,132.1,225,"[0.612, 1.025, 0.739, 0.745, 1.002, 1.13, 0.071, 0.664, 0.799, 1.101, 0.744, 0.789, 0.36, 0.19, 1.04]",5.8,8.3,2.73,0.0045,d105d2d2-2499-4e0e-905f-6258ed5c98db,d105d2d2-2499-4e0e-905f-6258ed5c98db.laz,https://potree.example.com/viewer/d105d2d2-2499-4e0e-905f-6258ed5c98db
MA-NH48-SEG-0407,2025-05-02,mobile,235.8,61,33,2.4561,138.5,250,"[0.32, 0.259, 0.679, 1.198, 0.909, 0.676, 0.236, 0.376, 0.94, 0.607, 0.699, 0.857, 0.589, 0.648, 0.239, 0.23, 0.192, 0.383, 0.314, 0.295, 0.464, 0.977, 0.963, 0.735, 0.537, 0.955, 0.089, 0.307, 0.171, 0.12, 0.717, 0.52, 1.1]",12.4,20.5,3.49,0.0097,6405806e-4ac2-4011-a367-defcd1afcafd,6405806e-4ac2-4011-a367-defcd1afcafd.laz,https://potree.example.com/viewer/6405806e-4ac2-4011-a367-defcd1afcafd
MA-SH50-SEG-0408,2025-08-18,drone,466.5,100,27,2.6455,143.8,235,"[0.927, 1.112, 1.188, 0.344, 0.24, 1.03, 0.644, 1.023, 0.082, 0.364, 0.456, 0.099, 0.678, 0.754, 0.502, 0.972, 0.335, 0.737, 0.936, 1.196, 1.062, 1.154, 1.101, 0.674, 0.217, 1.184, 0.084]",14.3,19,3.84,0.0189,03375ad9-f743-44a4-aeac-0a758669205a,03375ad9-f743-44a4-aeac-0a758669205a.laz,https://potree.example.com/viewer/03375ad9-f743-44a4-aeac-0a758669205a
MA-NH65-SEG-0409,2026-01-26,phone,37.3,40,24,1.7984,124.7,238,"[1.087, 0.627, 0.687, 0.157, 0.848, 0.503, 0.926, 0.653, 0.113, 0.261, 0.901, 1.089, 0.285, 0.916, 0.499, 0.219, 0.824, 0.123, 0.145, 0.092, 0.524, 1.037, 0.377, 0.423]",5.8,6.6,1.82,0.0096,602bfbaf-986d-4980-b696-ccf37e99f7cf,602bfbaf-986d-4980-b696-ccf37e99f7cf.laz,https://potree.example.com/viewer/602bfbaf-986d-4980-b696-ccf37e99f7cf
MA-NH48-SEG-0410,2025-12-14,drone,463.6,95,100,8.7857,136,249,"[0.823, 0.407, 0.264, 0.776, 0.822, 1.009, 0.757, 0.646, 0.223, 0.898, 0.382, 1.133, 0.406, 0.117, 0.568, 0.06, 0.371, 0.407, 0.308, 1.132, 0.368, 0.934, 0.6, 0.892, 0.726, 0.321, 0.146, 0.555, 0.764, 0.336, 0.604, 1.096, 0.822, 1.106, 0.076, 1.073, 0.878, 0.072, 0.288, 0.68, 0.132, 0.685, 1.077, 0.361, 0.958, 0.198, 0.862, 0.813, 0.446, 0.284, 0.897, 1.167, 0.61, 0.739, 1.183, 0.672, 1.164, 1.117, 0.651, 0.719, 0.939, 1.19, 0.702, 0.375, 0.563, 0.391, 0.362, 0.231, 0.422, 0.691, 0.543, 1.06, 0.299, 0.185, 0.294, 0.468, 1.088, 0.293, 1.131, 0.873, 0.052, 0.231, 0.127, 0.398, 0.249, 0.34, 0.918, 0.858, 0.769, 1.196, 0.996, 0.912, 0.078, 0.659, 0.149, 0.394, 0.413, 0.524, 0.993, 1.187]",11,17.7,2.47,0.0379,f1a4f572-15e4-4808-b1e6-bc5dc3f1f134,f1a4f572-15e4-4808-b1e6-bc5dc3f1f134.laz,https://potree.example.com/viewer/f1a4f572-15e4-4808-b1e6-bc5dc3f1f134
MA-NH48-SEG-0411,2025-09-01,mobile,94.9,40,4,0.3675,96,185,"[0.932, 0.582, 0.988, 1.029]",3.4,5.6,2.19,0.0063,2e6db5df-f3ff-4fd7-86cb-f32776d3c83e,2e6db5df-f3ff-4fd7-86cb-f32776d3c83e.laz,https://potree.example.com/viewer/2e6db5df-f3ff-4fd7-86cb-f32776d3c83e
MA-NH160-SEG-0412,2026-01-28,mobile,111.2,40,74,6.4702,130.3,250,"[0.967, 0.558, 0.401, 0.519, 1.1, 0.6, 0.897, 0.821, 0.939, 0.43, 0.266, 0.455, 0.486, 0.53, 0.4, 0.51, 0.674, 0.263, 1.132, 0.159, 0.741, 0.676, 0.768, 0.702, 0.242, 0.231, 1.147, 1.107, 0.877, 1.149, 1.115, 0.363, 0.714, 0.401, 0.987, 1.152, 0.267, 0.838, 0.593, 0.443, 0.201, 0.563, 0.402, 0.659, 0.593, 1.127, 0.375, 0.865, 0.269, 0.324, 0.582, 0.067, 0.802, 0.671, 0.184, 0.375, 0.965, 0.78, 0.999, 0.533, 0.527, 0.473, 1.121, 0.377, 1.025, 0.901, 1.144, 0.227, 1.114, 0.787, 0.774, 0.74, 0.265, 0.392]",3.2,5.7,2.35,0.0221,3fffc06b-1f99-4ba4-80db-e2fc84e87939,3fffc06b-1f99-4ba4-80db-e2fc84e87939.laz,https://potree.example.com/viewer/3fffc06b-1f99-4ba4-80db-e2fc84e87939
MA-NH160-SEG-0413,2025-06-23,mobile,200.3,53,99,9.8442,151.3,248,"[1.199, 0.191, 0.69, 0.899, 0.465, 1.183, 0.445, 1.043, 0.791, 0.273, 0.475, 0.593, 1.02, 1.122, 0.724, 0.604, 0.186, 0.932, 0.198, 0.726, 0.315, 0.878, 1.133, 0.514, 0.692, 0.481, 0.482, 1.098, 0.441, 1.066, 1.021, 0.989, 0.616, 0.61, 0.603, 0.789, 0.516, 0.202, 0.156, 0.421, 1.051, 0.145, 0.47, 0.228, 0.512, 0.323, 0.443, 0.236, 0.479, 0.437, 0.495, 0.436, 0.638, 0.167, 0.339, 0.966, 0.675, 0.322, 0.513, 0.911, 0.862, 0.072, 0.791, 0.626, 0.713, 1.166, 0.83, 0.412, 0.894, 1.182, 0.699, 1.016, 0.09, 0.625, 1.182, 0.777, 0.138, 0.605, 0.979, 0.323, 1.14, 0.771, 0.205, 0.28, 1.171, 0.525, 1.075, 0.469, 1.171, 0.462, 0.968, 0.72, 0.875, 0.322, 0.817, 0.576, 0.134, 1.171, 1.073]",3.8,4,2.71,0.0358,32d24b00-e87b-4fc6-961f-b0d6de995610,32d24b00-e87b-4fc6-961f-b0d6de995610.laz,https://potree.example.com/viewer/32d24b00-e87b-4fc6-961f-b0d6de995610
MA-SH60-SEG-0414,2025-04-28,mobile,285.1,63,17,1.1706,129.2,210,"[1.116, 0.491, 0.085, 0.53, 0.955, 0.42, 1.1, 0.139, 0.119, 0.774, 0.67, 0.713, 0.392, 0.176, 0.327, 1.182, 0.466]",3.3,5.8,1.6,0.004,e238b674-46f6-4154-ae69-d48a58feb24a,e238b674-46f6-4154-ae69-d48a58feb24a.laz,https://potree.example.com/viewer/e238b674-46f6-4154-ae69-d48a58feb24a
MA-NH48-SEG-0415,2025-12-12,phone,29.8,40,72,6.0187,151.5,249,"[0.55, 0.691, 0.297, 1.128, 0.995, 0.581, 0.209, 0.601, 0.318, 0.475, 0.065, 0.697, 0.066, 0.869, 0.568, 0.164, 0.617, 0.24, 0.564, 0.244, 0.529, 0.256, 0.701, 0.988, 0.803, 0.585, 0.922, 0.8, 0.2, 0.365, 0.345, 0.098, 0.22, 0.164, 0.395, 0.064, 0.968, 0.987, 0.277, 1.037, 0.135, 0.167, 0.356, 0.135, 1.074, 0.132, 0.112, 1.043, 0.76, 1.179, 0.525, 1.118, 0.499, 0.352, 1.102, 1.161, 0.732, 0.987, 0.275, 0.646, 0.641, 0.241, 1.028, 0.19, 0.056, 0.987, 0.179, 1.083, 0.664, 0.334, 0.169, 1.106]",6.9,10.1,2.99,0.0291,b2733147-f923-43bf-8b71-f03d54c87bef,b2733147-f923-43bf-8b71-f03d54c87bef.laz,https://potree.example.com/viewer/b2733147-f923-43bf-8b71-f03d54c87bef
MA-NH48-SEG-0416,2025-11-30,mobile,225.3,63,70,5.9414,140.8,250,"[1.147, 0.901, 0.153, 0.375, 0.547, 0.916, 1.102, 0.101, 0.109, 0.768, 1.167, 0.496, 0.842, 0.19, 0.361, 0.371, 0.197, 0.489, 0.72, 0.174, 0.095, 0.548, 0.84, 0.827, 0.493, 0.773, 0.78, 0.181, 1.019, 0.651, 0.239, 0.948, 0.075, 1.19, 0.516, 0.569, 0.561, 0.715, 0.887, 0.86, 0.442, 0.184, 0.413, 0.348, 0.955, 0.222, 0.102, 0.141, 1.042, 0.231, 0.981, 0.528, 0.935, 1.039, 0.788, 0.148, 1.152, 0.748, 1.057, 0.687, 0.06, 0.412, 1.182, 0.727, 0.38, 0.794, 0.479, 1.076, 0.825, 0.963]",5.7,6.6,2.9,0.0172,bfb20b1c-1f23-43ed-95a3-63977cc950cf,bfb20b1c-1f23-43ed-95a3-63977cc950cf.laz,https://potree.example.com/viewer/bfb20b1c-1f23-43ed-95a3-63977cc950cf
MA-NH60-SEG-0417,2025-09-02,mobile,153,40,3,0.1635,142,215,"[0.098, 0.064, 0.682]",2.6,3.4,1.83,0.0007,10689063-8cf4-4cf8-aad8-da361abf7850,10689063-8cf4-4cf8-aad8-da361abf7850.laz,https://potree.example.com/viewer/10689063-8cf4-4cf8-aad8-da361abf7850
MA-SH60-SEG-0418,2025-05-06,phone,3.1,40,3,0.0399,84.3,171,"[0.419, 0.053, 0.357]",4.5,6,1.33,0.0016,04dfd794-97d7-49a8-a21a-8defb6b81ab5,04dfd794-97d7-49a8-a21a-8defb6b81ab5.laz,https://potree.example.com/viewer/04dfd794-97d7-49a8-a21a-8defb6b81ab5
