geojson_id,highway_ref,segment_number,condition,start_lat,start_lon,end_lat,end_lon,highway_type,oneway,lanes,maxspeed,road_id,name,segment_start_km,segment_end_km,jurisdiction,category,length_km,lane_count,surface_type,year_constructed,last_major_rehab_year,status,state,district,taluka,region_type,terrain_type,slope_category,monsoon_rainfall_category,landslide_prone,flood_prone,ghat_section_flag,tourism_route_flag,elevation_m,avg_daily_traffic,truck_percentage,peak_hour_traffic,traffic_weight,seasonal_variation
way/263790610,NH65,181,average,18.6541044,73.7820764,18.6527009,73.7832655,trunk,yes,2,80,MA-NH65-SEG-0181,NH65 Segment 181,159.8,174.8,State PWD,National,15.0,2,concrete,1999,,active,Maharashtra,Pune,Haveli,ghat,steep,steep,high,False,False,True,True,563.8,26565,13.9,2328,1.5,"{""M1"": 1.01, ""M2"": 1.14, ""M3"": 1.12, ""M4"": 0.82, ""M5"": 1.04, ""M6"": 0.96, ""M7"": 1.1, ""M8"": 1.18, ""M9"": 1.01, ""M10"": 0.77, ""M11"": 1.0, ""M12"": 0.87}"
way/263790611,NH65,182,very_bad,18.6359784,73.7973742,18.6368836,73.7966245,trunk,yes,2,80,MA-NH65-SEG-0182,NH65 Segment 182,47.2,61.6,NHAI,State,14.4,4,bitumen,2009,,under_construction,Maharashtra,Solapur,Bhor,plain,steep,steep,medium,False,False,True,True,869.8,22296,10.8,1458,1.5,"{""M1"": 1.08, ""M2"": 0.88, ""M3"": 0.77, ""M4"": 1.24, ""M5"": 1.15, ""M6"": 1.25, ""M7"": 1.08, ""M8"": 1.08, ""M9"": 1.25, ""M10"": 1.16, ""M11"": 1.21, ""M12"": 1.07}"
way/284276131,NH65,183,average,18.5065342,73.8844098,18.5068209,73.8965181,trunk,yes,N/A,N/A,MA-NH65-SEG-0183,NH65 Segment 183,149.4,167.7,Municipality,Urban,18.3,6,earthen,2003,2012.0,active,Maharashtra,Nashik,Alibag,coastal,hilly,steep,low,True,False,False,True,1174.6,9424,38.0,3099,2.0,"{""M1"": 0.95, ""M2"": 0.88, ""M3"": 0.9, ""M4"": 0.93, ""M5"": 1.07, ""M6"": 0.95, ""M7"": 0.99, ""M8"": 1.02, ""M9"": 1.21, ""M10"": 1.01, ""M11"": 0.84, ""M12"": 1.12}"
way/303453991,NH65,184,good,18.2920436,74.7539416,18.3408546,74.6836805,trunk,yes,2,N/A,MA-NH65-SEG-0184,NH65 Segment 184,157.1,175.2,NHAI,State,18.1,4,bitumen,2021,,active,Maharashtra,Solapur,Karad,coastal,plain,moderate,low,False,True,False,True,145.0,2821,22.1,2851,1.5,"{""M1"": 0.92, ""M2"": 0.92, ""M3"": 1.06, ""M4"": 1.17, ""M5"": 0.84, ""M6"": 0.86, ""M7"": 1.23, ""M8"": 0.96, ""M9"": 1.24, ""M10"": 0.91, ""M11"": 1.05, ""M12"": 0.81}"
way/303453998,NH65,185,very_bad,18.2913466,74.7540576,18.2920436,74.7539416,trunk,yes,2,N/A,MA-NH65-SEG-0185,NH65 Segment 185,61.6,70.0,Municipality,Urban,8.4,4,bitumen,2015,,active,Maharashtra,Pune,Sakri,plateau,plain,flat,medium,False,False,False,False,1003.0,19520,40.0,1594,2.0,"{""M1"": 1.11, ""M2"": 0.77, ""M3"": 1.12, ""M4"": 0.8, ""M5"": 1.07, ""M6"": 0.95, ""M7"": 0.86, ""M8"": 0.92, ""M9"": 0.8, ""M10"": 1.0, ""M11"": 0.82, ""M12"": 0.85}"
way/303454000,NH65,186,good,18.2920461,74.754092,18.2913483,74.754188,trunk,yes,2,N/A,MA-NH65-SEG-0186,NH65 Segment 186,29.9,42.3,PMGSY,Urban,12.4,4,bitumen,2001,2019.0,active,Maharashtra,Pune,Kamptee,plateau,hilly,steep,high,True,False,True,False,225.9,14555,44.3,1953,0.5,"{""M1"": 0.82, ""M2"": 1.01, ""M3"": 1.09, ""M4"": 0.97, ""M5"": 0.98, ""M6"": 1.0, ""M7"": 1.12, ""M8"": 1.04, ""M9"": 0.77, ""M10"": 1.04, ""M11"": 0.98, ""M12"": 0.87}"
way/303454001,NH65,187,good,18.2654508,74.7584921,18.2279056,74.7830558,trunk,yes,2,N/A,MA-NH65-SEG-0187,NH65 Segment 187,80.0,101.2,Municipality,State,21.2,2,concrete,2004,,active,Maharashtra,Nashik,Haveli,coastal,steep,steep,high,True,False,True,False,389.5,26282,23.3,227,2.0,"{""M1"": 1.16, ""M2"": 1.24, ""M3"": 1.03, ""M4"": 0.83, ""M5"": 1.19, ""M6"": 1.08, ""M7"": 1.02, ""M8"": 1.07, ""M9"": 0.85, ""M10"": 1.08, ""M11"": 1.07, ""M12"": 1.16}"
way/303751052,NH65,188,good,17.7052855,75.8614004,17.6946089,75.877007,trunk,yes,3,N/A,MA-NH65-SEG-0188,NH65 Segment 188,194.8,216.9,PMGSY,Urban,22.1,4,concrete,2016,2013.0,active,Maharashtra,Raigad,Umred,coastal,steep,steep,medium,False,False,True,False,185.8,2208,24.0,3242,1.5,"{""M1"": 0.98, ""M2"": 1.08, ""M3"": 0.92, ""M4"": 1.07, ""M5"": 0.78, ""M6"": 1.04, ""M7"": 1.2, ""M8"": 0.87, ""M9"": 0.86, ""M10"": 0.79, ""M11"": 0.84, ""M12"": 0.86}"
way/303819277,NH65,189,average,17.837114,76.3857923,17.8255016,76.3403134,trunk,no,2,N/A,MA-NH65-SEG-0189,NH65 Segment 189,61.5,80.7,NHAI,National,19.2,2,gravel,2009,2019.0,active,Maharashtra,Satara,Haveli,ghat,plain,flat,high,False,False,False,True,900.7,22271,39.9,2813,0.5,"{""M1"": 0.81, ""M2"": 1.2, ""M3"": 0.95, ""M4"": 0.91, ""M5"": 0.99, ""M6"": 0.77, ""M7"": 1.18, ""M8"": 1.0, ""M9"": 0.97, ""M10"": 0.78, ""M11"": 1.2, ""M12"": 0.87}"
way/303819280,NH65,190,very_bad,17.8255016,76.3403134,17.8278951,76.3103083,trunk,no,2,N/A,MA-NH65-SEG-0190,NH65 Segment 190,62.6,77.0,State PWD,Urban,14.4,4,bitumen,2013,2014.0,active,Maharashtra,Satara,Kamptee,plateau,steep,steep,low,False,False,True,True,56.9,23936,39.4,268,2.0,"{""M1"": 0.8, ""M2"": 1.01, ""M3"": 0.99, ""M4"": 1.09, ""M5"": 1.01, ""M6"": 1.06, ""M7"": 0.81, ""M8"": 1.21, ""M9"": 0.92, ""M10"": 0.8, ""M11"": 1.08, ""M12"": 0.76}"
way/304913403,NH65,191,very_bad,18.4575222,74.3556969,18.4662996,74.3174233,trunk,yes,2,N/A,MA-NH65-SEG-0191,NH65 Segment 191,86.3,96.2,State PWD,Urban,9.9,4,gravel,2020,2009.0,active,Maharashtra,Pune,Mulshi,plain,hilly,flat,low,True,False,True,True,1156.9,5507,40.8,844,2.0,"{""M1"": 1.08, ""M2"": 1.1, ""M3"": 1.07, ""M4"": 0.89, ""M5"": 0.93, ""M6"": 0.99, ""M7"": 1.13, ""M8"": 0.83, ""M9"": 0.79, ""M10"": 0.82, ""M11"": 0.81, ""M12"": 0.85}"
way/304913404,NH65,192,good,18.4741891,74.2783096,18.4742744,74.2779521,trunk,yes,2,N/A,MA-NH65-SEG-0192,NH65 Segment 192,5.0,13.2,State PWD,State,8.2,4,gravel,2011,2019.0,under_construction,Maharashtra,Kolhapur,Kamptee,plateau,plain,moderate,high,False,True,False,True,640.4,19170,12.3,165,1.0,"{""M1"": 1.13, ""M2"": 0.94, ""M3"": 1.16, ""M4"": 1.03, ""M5"": 1.08, ""M6"": 0.88, ""M7"": 1.13, ""M8"": 0.94, ""M9"": 1.18, ""M10"": 0.9, ""M11"": 1.02, ""M12"": 1.0}"
way/304913405,NH65,193,average,18.4574423,74.3561323,18.4575222,74.3556969,trunk,yes,2,N/A,MA-NH65-SEG-0193,NH65 Segment 193,20.5,34.8,State PWD,State,14.3,2,gravel,2001,,active,Maharashtra,Pune,Kamptee,coastal,steep,steep,medium,True,False,True,True,1186.6,15104,22.9,1267,1.5,"{""M1"": 0.92, ""M2"": 0.9, ""M3"": 0.98, ""M4"": 0.84, ""M5"": 0.76, ""M6"": 1.08, ""M7"": 0.89, ""M8"": 0.9, ""M9"": 1.02, ""M10"": 1.09, ""M11"": 0.97, ""M12"": 1.16}"
way/304913406,NH65,194,average,18.4742744,74.2779521,18.4747059,74.2759938,trunk,yes,2,N/A,MA-NH65-SEG-0194,NH65 Segment 194,154.0,173.5,State PWD,National,19.5,4,bitumen,2011,,active,Maharashtra,Sindhudurg,Sawantwadi,coastal,steep,steep,medium,True,False,True,False,428.7,5937,20.3,2399,1.5,"{""M1"": 1.16, ""M2"": 1.1, ""M3"": 1.21, ""M4"": 1.14, ""M5"": 1.19, ""M6"": 1.22, ""M7"": 0.86, ""M8"": 0.76, ""M9"": 1.09, ""M10"": 0.8, ""M11"": 1.05, ""M12"": 0.95}"
way/304913415,NH65,195,good,18.4773823,74.2633783,18.478424,74.2578571,trunk,yes,N/A,N/A,MA-NH65-SEG-0195,NH65 Segment 195,24.9,33.5,Municipality,State,8.6,2,bitumen,2016,2008.0,under_construction,Maharashtra,Raigad,Panhala,ghat,steep,steep,low,True,False,True,False,994.0,4157,41.7,2023,1.0,"{""M1"": 0.8, ""M2"": 1.22, ""M3"": 0.78, ""M4"": 0.94, ""M5"": 1.18, ""M6"": 1.04, ""M7"": 0.77, ""M8"": 1.08, ""M9"": 1.18, ""M10"": 1.05, ""M11"": 0.77, ""M12"": 1.11}"
way/304913416,NH65,196,very_bad,18.457549,74.3561463,18.4546601,74.3737036,trunk,yes,N/A,N/A,MA-NH65-SEG-0196,NH65 Segment 196,97.2,106.0,PMGSY,Urban,8.8,4,gravel,2008,,active,Maharashtra,Pune,Haveli,plain,steep,steep,low,False,False,True,True,1018.8,6302,13.7,1447,1.0,"{""M1"": 1.22, ""M2"": 1.13, ""M3"": 1.0, ""M4"": 0.83, ""M5"": 0.77, ""M6"": 0.88, ""M7"": 1.2, ""M8"": 1.09, ""M9"": 1.04, ""M10"": 1.06, ""M11"": 1.16, ""M12"": 1.06}"
way/304913417,NH65,197,very_bad,18.4743504,74.278112,18.4742625,74.2784767,trunk,yes,N/A,N/A,MA-NH65-SEG-0197,NH65 Segment 197,32.1,53.2,State PWD,Urban,21.1,2,gravel,2005,,active,Maharashtra,Kolhapur,Haveli,plateau,steep,steep,medium,True,False,True,True,646.2,10106,22.6,989,0.5,"{""M1"": 1.19, ""M2"": 0.78, ""M3"": 1.05, ""M4"": 1.02, ""M5"": 0.94, ""M6"": 1.24, ""M7"": 1.01, ""M8"": 0.83, ""M9"": 0.95, ""M10"": 1.23, ""M11"": 0.87, ""M12"": 0.96}"
way/304913418,NH65,198,very_bad,18.45763,74.355722,18.457549,74.3561463,trunk,yes,N/A,N/A,MA-NH65-SEG-0198,NH65 Segment 198,186.7,204.5,PMGSY,National,17.8,4,earthen,2018,,active,Maharashtra,Raigad,Shrivardhan,plain,steep,steep,medium,True,False,True,True,431.2,2885,11.9,940,1.5,"{""M1"": 1.14, ""M2"": 1.05, ""M3"": 0.9, ""M4"": 1.01, ""M5"": 0.92, ""M6"": 0.85, ""M7"": 0.89, ""M8"": 0.8, ""M9"": 1.21, ""M10"": 1.03, ""M11"": 1.01, ""M12"": 0.8}"
way/304913419,NH65,199,average,18.4798651,74.2507059,18.4799212,74.2504163,trunk,yes,N/A,N/A,MA-NH65-SEG-0199,NH65 Segment 199,144.7,165.3,PMGSY,State,20.6,4,gravel,2007,2011.0,active,Maharashtra,Raigad,Karveer,ghat,plain,flat,low,False,False,True,False,603.5,27452,45.0,2628,0.5,"{""M1"": 0.88, ""M2"": 0.82, ""M3"": 1.11, ""M4"": 0.76, ""M5"": 0.9, ""M6"": 0.92, ""M7"": 1.15, ""M8"": 0.79, ""M9"": 0.97, ""M10"": 1.0, ""M11"": 1.1, ""M12"": 1.2}"
way/304913420,NH65,200,very_bad,18.4800566,74.2504928,18.4799995,74.2507823,trunk,yes,N/A,N/A,MA-NH65-SEG-0200,NH65 Segment 200,123.3,138.6,State PWD,National,15.3,2,earthen,2019,2018.0,active,Maharashtra,Nashik,Barshi,plain,plain,flat,high,False,False,False,True,1166.9,28806,40.7,3230,0.5,"{""M1"": 1.17, ""M2"": 1.04, ""M3"": 0.96, ""M4"": 0.78, ""M5"": 1.25, ""M6"": 1.24, ""M7"": 1.18, ""M8"": 0.88, ""M9"": 1.23, ""M10"": 1.01, ""M11"": 0.82, ""M12"": 0.89}"
way/304913422,NH65,201,very_bad,18.4772788,74.2637654,18.4773823,74.2633783,trunk,yes,N/A,N/A,MA-NH65-SEG-0201,NH65 Segment 201,99.7,120.2,PMGSY,Urban,20.5,2,concrete,2000,2012.0,active,Maharashtra,Nagpur,Karveer,ghat,steep,steep,medium,False,False,True,True,670.4,20819,35.8,3158,1.0,"{""M1"": 1.23, ""M2"": 0.88, ""M3"": 1.09, ""M4"": 0.97, ""M5"": 0.76, ""M6"": 0.9, ""M7"": 1.08, ""M8"": 0.76, ""M9"": 1.0, ""M10"": 0.95, ""M11"": 0.85, ""M12"": 1.22}"
way/304913425,NH65,202,very_bad,18.4775134,74.2633114,18.477413,74.2637198,trunk,yes,N/A,N/A,MA-NH65-SEG-0202,NH65 Segment 202,137.4,153.8,PMGSY,Urban,16.4,6,concrete,1998,,active,Maharashtra,Satara,Barshi,coastal,plain,moderate,high,False,False,False,True,1098.5,7980,25.5,507,1.0,"{""M1"": 0.78, ""M2"": 0.78, ""M3"": 1.04, ""M4"": 0.93, ""M5"": 0.91, ""M6"": 0.8, ""M7"": 0.79, ""M8"": 0.9, ""M9"": 1.1, ""M10"": 1.19, ""M11"": 0.89, ""M12"": 1.02}"
way/304913426,NH65,203,average,18.477413,74.2637198,18.4758835,74.2708665,trunk,yes,N/A,N/A,MA-NH65-SEG-0203,NH65 Segment 203,15.2,25.7,NHAI,State,10.5,4,earthen,2017,2021.0,active,Maharashtra,Dhule,Panhala,coastal,plain,moderate,medium,False,False,False,False,923.3,26765,29.8,500,1.0,"{""M1"": 0.79, ""M2"": 0.86, ""M3"": 1.19, ""M4"": 0.9, ""M5"": 0.81, ""M6"": 0.78, ""M7"": 0.85, ""M8"": 1.07, ""M9"": 0.86, ""M10"": 1.04, ""M11"": 0.81, ""M12"": 0.99}"
way/304913427,NH65,204,average,18.4742625,74.2784767,18.4734756,74.2821921,trunk,yes,N/A,N/A,MA-NH65-SEG-0204,NH65 Segment 204,166.6,180.5,NHAI,National,13.9,4,earthen,2014,2014.0,active,Maharashtra,Nashik,Umred,plain,hilly,moderate,medium,True,False,False,True,253.7,23807,16.5,3135,0.5,"{""M1"": 1.18, ""M2"": 1.05, ""M3"": 1.24, ""M4"": 0.78, ""M5"": 1.19, ""M6"": 1.06, ""M7"": 0.94, ""M8"": 1.02, ""M9"": 0.88, ""M10"": 0.79, ""M11"": 1.16, ""M12"": 1.07}"
way/304913428,NH65,205,good,18.4799212,74.2504163,18.4895133,74.1956179,trunk,yes,N/A,N/A,MA-NH65-SEG-0205,NH65 Segment 205,19.0,34.9,Municipality,Urban,15.9,6,gravel,2021,,active,Maharashtra,Nagpur,Sawantwadi,plateau,steep,steep,low,True,False,True,False,207.4,17293,28.1,2798,0.5,"{""M1"": 1.14, ""M2"": 1.04, ""M3"": 0.88, ""M4"": 0.91, ""M5"": 1.16, ""M6"": 0.77, ""M7"": 1.08, ""M8"": 1.21, ""M9"": 0.89, ""M10"": 0.87, ""M11"": 0.84, ""M12"": 0.83}"
way/304913429,NH65,206,good,18.478577,74.2578253,18.4775134,74.2633114,trunk,yes,N/A,N/A,MA-NH65-SEG-0206,NH65 Segment 206,66.1,88.9,State PWD,National,22.8,6,gravel,2015,2019.0,active,Maharashtra,Satara,Radhanagari,urban_corridor,steep,steep,medium,True,False,True,False,704.8,4346,22.1,2881,0.5,"{""M1"": 0.88, ""M2"": 1.12, ""M3"": 1.12, ""M4"": 1.09, ""M5"": 0.79, ""M6"": 1.06, ""M7"": 0.98, ""M8"": 0.87, ""M9"": 1.13, ""M10"": 0.86, ""M11"": 1.04, ""M12"": 0.94}"
way/305514524,NH65,207,very_bad,17.7502743,75.7878592,17.7501577,75.7880952,trunk,yes,2,N/A,MA-NH65-SEG-0207,NH65 Segment 207,60.3,67.2,State PWD,State,6.9,4,gravel,2006,,active,Maharashtra,Dhule,Igatpuri,urban_corridor,hilly,flat,high,False,False,False,True,522.6,17301,25.6,1308,1.0,"{""M1"": 1.03, ""M2"": 0.77, ""M3"": 1.01, ""M4"": 1.24, ""M5"": 1.11, ""M6"": 0.79, ""M7"": 1.16, ""M8"": 0.75, ""M9"": 0.95, ""M10"": 0.9, ""M11"": 1.05, ""M12"": 1.15}"
way/305514525,NH65,208,good,17.7849124,75.7105473,17.7502743,75.7878592,trunk,yes,2,N/A,MA-NH65-SEG-0208,NH65 Segment 208,93.4,112.7,NHAI,State,19.3,6,gravel,2008,,active,Maharashtra,Nashik,Haveli,coastal,steep,steep,low,True,False,True,True,281.0,5486,32.1,1584,1.0,"{""M1"": 0.76, ""M2"": 1.07, ""M3"": 0.9, ""M4"": 0.94, ""M5"": 0.83, ""M6"": 1.13, ""M7"": 0.75, ""M8"": 0.87, ""M9"": 0.85, ""M10"": 1.1, ""M11"": 1.07, ""M12"": 0.76}"
way/317550178,NH65,209,good,18.5319215,73.8536462,18.5317184,73.8539652,trunk,yes,2,30,MA-NH65-SEG-0209,NH65 Segment 209,16.8,25.1,State PWD,Urban,8.3,4,earthen,2000,2008.0,active,Maharashtra,Raigad,Sawantwadi,plateau,hilly,moderate,low,False,False,True,False,467.1,15194,28.8,771,0.5,"{""M1"": 1.03, ""M2"": 1.19, ""M3"": 0.75, ""M4"": 1.05, ""M5"": 1.03, ""M6"": 1.21, ""M7"": 0.94, ""M8"": 1.15, ""M9"": 1.05, ""M10"": 1.1, ""M11"": 0.86, ""M12"": 0.95}"
way/317550179,NH65,210,average,18.5300987,73.8544361,18.529964,73.8538916,trunk,yes,2,N/A,MA-NH65-SEG-0210,NH65 Segment 210,147.6,157.8,PMGSY,Urban,10.2,4,earthen,2021,,active,Maharashtra,Nagpur,Karad,plain,plain,flat,high,False,False,False,True,150.6,22339,22.2,3233,2.0,"{""M1"": 1.11, ""M2"": 0.84, ""M3"": 0.9, ""M4"": 1.22, ""M5"": 0.88, ""M6"": 1.05, ""M7"": 1.02, ""M8"": 0.97, ""M9"": 1.2, ""M10"": 1.03, ""M11"": 0.94, ""M12"": 0.77}"
way/327073028,NH65,211,good,18.5335314,73.8523748,18.5332961,73.8525197,trunk,yes,2,30,MA-NH65-SEG-0211,NH65 Segment 211,151.3,163.0,PMGSY,State,11.7,4,gravel,2001,2017.0,active,Maharashtra,Nashik,Mulshi,plateau,plain,moderate,low,False,False,False,False,107.5,5779,14.5,2035,1.5,"{""M1"": 1.07, ""M2"": 0.86, ""M3"": 0.89, ""M4"": 0.91, ""M5"": 0.98, ""M6"": 1.19, ""M7"": 1.2, ""M8"": 1.07, ""M9"": 1.01, ""M10"": 1.21, ""M11"": 1.09, ""M12"": 0.78}"
way/383082810,NH65,212,very_bad,17.687105,75.8908697,17.6919671,75.8818936,trunk,yes,N/A,N/A,MA-NH65-SEG-0212,NH65 Segment 212,184.6,203.8,PMGSY,Urban,19.2,6,concrete,2010,,active,Maharashtra,Solapur,Sinnar,plain,steep,steep,high,True,False,True,False,187.9,19239,25.6,1743,0.5,"{""M1"": 0.93, ""M2"": 1.21, ""M3"": 0.76, ""M4"": 0.96, ""M5"": 0.96, ""M6"": 0.92, ""M7"": 1.04, ""M8"": 1.04, ""M9"": 1.12, ""M10"": 0.82, ""M11"": 1.25, ""M12"": 0.78}"
way/383084228,NH65,213,very_bad,17.7189453,75.8479787,17.7500241,75.788068,trunk,yes,N/A,N/A,MA-NH65-SEG-0213,NH65 Segment 213,124.3,148.9,State PWD,Inter-State,24.6,2,gravel,2011,2010.0,active,Maharashtra,Satara,Karveer,ghat,hilly,steep,low,True,False,False,False,1029.5,8044,10.8,2755,2.0,"{""M1"": 1.25, ""M2"": 1.19, ""M3"": 0.81, ""M4"": 0.82, ""M5"": 0.77, ""M6"": 1.0, ""M7"": 0.91, ""M8"": 0.84, ""M9"": 1.02, ""M10"": 1.04, ""M11"": 1.17, ""M12"": 0.92}"
way/385891270,NH65,214,average,17.6860214,75.8936796,17.6872656,75.8956176,trunk,yes,N/A,N/A,MA-NH65-SEG-0214,NH65 Segment 214,25.3,31.4,PMGSY,State,6.1,6,gravel,2013,,active,Maharashtra,Dhule,Dhule,ghat,plain,flat,low,False,False,True,True,1107.4,26463,40.0,2271,1.5,"{""M1"": 0.93, ""M2"": 0.95, ""M3"": 0.87, ""M4"": 1.16, ""M5"": 1.23, ""M6"": 0.79, ""M7"": 1.1, ""M8"": 1.07, ""M9"": 1.25, ""M10"": 0.78, ""M11"": 1.05, ""M12"": 0.82}"
way/385891272,NH65,215,good,17.6837255,75.9298594,17.6827763,75.9276548,trunk,yes,N/A,N/A,MA-NH65-SEG-0215,NH65 Segment 215,150.0,158.6,NHAI,Urban,8.6,6,earthen,2011,,active,Maharashtra,Nagpur,Kamptee,ghat,steep,steep,low,False,False,True,True,1096.5,10630,16.0,2339,2.0,"{""M1"": 0.81, ""M2"": 0.82, ""M3"": 1.14, ""M4"": 1.16, ""M5"": 0.94, ""M6"": 0.99, ""M7"": 1.0, ""M8"": 1.13, ""M9"": 1.06, ""M10"": 1.05, ""M11"": 0.97, ""M12"": 0.82}"
way/385891273,NH65,216,very_bad,17.6928508,75.9101662,17.6886599,75.8973498,trunk,yes,N/A,N/A,MA-NH65-SEG-0216,NH65 Segment 216,136.3,144.5,NHAI,Urban,8.2,4,concrete,2016,2021.0,active,Maharashtra,Nagpur,Bhor,plateau,steep,steep,high,True,False,True,False,721.6,18573,18.1,1232,1.0,"{""M1"": 0.83, ""M2"": 0.9, ""M3"": 1.2, ""M4"": 0.93, ""M5"": 1.21, ""M6"": 1.06, ""M7"": 0.99, ""M8"": 0.99, ""M9"": 0.84, ""M10"": 1.03, ""M11"": 0.98, ""M12"": 0.84}"
way/389538977,NH65,217,good,17.8288377,76.693941,17.8291158,76.6752477,trunk,no,2,N/A,MA-NH65-SEG-0217,NH65 Segment 217,118.9,135.8,NHAI,State,16.9,2,earthen,2009,,active,Maharashtra,Pune,Sawantwadi,coastal,steep,steep,medium,True,False,True,True,98.7,23604,25.0,2041,1.5,"{""M1"": 1.04, ""M2"": 1.17, ""M3"": 0.8, ""M4"": 1.07, ""M5"": 0.93, ""M6"": 1.09, ""M7"": 0.77, ""M8"": 1.08, ""M9"": 1.11, ""M10"": 0.94, ""M11"": 1.15, ""M12"": 0.88}"
way/406653781,NH65,218,very_bad,18.3408546,74.6836805,18.3781484,74.591889,trunk,yes,2,N/A,MA-NH65-SEG-0218,NH65 Segment 218,82.2,100.6,NHAI,Urban,18.4,4,concrete,2013,,active,Maharashtra,Pune,Shirpur,plateau,steep,steep,high,False,False,True,True,1026.5,19686,39.6,2721,0.5,"{""M1"": 0.93, ""M2"": 1.12, ""M3"": 0.9, ""M4"": 1.16, ""M5"": 0.77, ""M6"": 0.98, ""M7"": 0.93, ""M8"": 0.94, ""M9"": 1.23, ""M10"": 0.87, ""M11"": 1.25, ""M12"": 1.19}"
way/406653782,NH65,219,good,18.3946679,74.5391019,18.3945073,74.5394265,trunk,yes,2,N/A,MA-NH65-SEG-0219,NH65 Segment 219,147.7,161.3,NHAI,Urban,13.6,4,earthen,2004,,under_construction,Maharashtra,Pune,Bhor,ghat,steep,steep,low,False,False,True,True,844.9,4348,17.1,2076,0.5,"{""M1"": 1.11, ""M2"": 1.01, ""M3"": 0.87, ""M4"": 0.94, ""M5"": 1.17, ""M6"": 1.01, ""M7"": 0.79, ""M8"": 1.11, ""M9"": 0.91, ""M10"": 1.01, ""M11"": 0.99, ""M12"": 1.24}"
way/406653783,NH65,220,average,18.3944314,74.5300182,18.3946679,74.5391019,trunk,yes,2,N/A,MA-NH65-SEG-0220,NH65 Segment 220,104.3,109.9,PMGSY,National,5.6,2,earthen,2019,,active,Maharashtra,Satara,Igatpuri,plateau,hilly,moderate,high,True,False,True,False,634.2,2310,43.5,388,1.0,"{""M1"": 0.81, ""M2"": 0.82, ""M3"": 0.94, ""M4"": 0.78, ""M5"": 1.1, ""M6"": 1.14, ""M7"": 1.01, ""M8"": 1.21, ""M9"": 1.11, ""M10"": 0.99, ""M11"": 0.97, ""M12"": 0.96}"
way/406653784,NH65,221,average,18.3944059,74.5394,18.3945923,74.5390319,trunk,yes,2,N/A,MA-NH65-SEG-0221,NH65 Segment 221,187.8,206.6,PMGSY,State,18.8,2,bitumen,2003,,active,Maharashtra,Nagpur,Mahabaleshwar,coastal,hilly,steep,low,True,False,False,True,569.7,24296,20.3,735,1.5,"{""M1"": 0.75, ""M2"": 0.94, ""M3"": 1.02, ""M4"": 0.99, ""M5"": 0.75, ""M6"": 1.12, ""M7"": 0.77, ""M8"": 0.78, ""M9"": 0.9, ""M10"": 0.87, ""M11"": 1.23, ""M12"": 1.12}"
way/440287323,NH65,222,very_bad,17.6930145,75.913927,17.6914374,75.9224758,trunk,yes,2,N/A,MA-NH65-SEG-0222,NH65 Segment 222,28.3,33.6,NHAI,National,5.3,6,earthen,2000,2011.0,active,Maharashtra,Raigad,Igatpuri,plateau,steep,steep,medium,True,False,True,True,1052.2,6992,14.2,2999,1.5,"{""M1"": 1.17, ""M2"": 1.14, ""M3"": 0.76, ""M4"": 1.16, ""M5"": 1.2, ""M6"": 1.23, ""M7"": 1.19, ""M8"": 0.92, ""M9"": 0.86, ""M10"": 0.93, ""M11"": 1.21, ""M12"": 1.21}"
way/440287325,NH65,223,very_bad,17.6914374,75.9224758,17.6912257,75.9228234,trunk,yes,2,N/A,MA-NH65-SEG-0223,NH65 Segment 223,112.7,123.8,State PWD,Urban,11.1,4,earthen,2018,2019.0,active,Maharashtra,Sindhudurg,Barshi,plateau,plain,flat,medium,False,True,False,True,20.2,5083,27.0,908,1.0,"{""M1"": 0.96, ""M2"": 1.13, ""M3"": 1.04, ""M4"": 0.86, ""M5"": 1.23, ""M6"": 0.8, ""M7"": 1.09, ""M8"": 0.94, ""M9"": 1.24, ""M10"": 1.09, ""M11"": 1.07, ""M12"": 1.02}"
way/464110896,NH65,224,average,17.8484697,76.5876821,17.8442627,76.6016862,trunk,yes,2,N/A,MA-NH65-SEG-0224,NH65 Segment 224,66.8,90.7,Municipality,Urban,23.9,6,gravel,2001,2019.0,active,Maharashtra,Nagpur,Sawantwadi,plateau,steep,steep,high,True,False,True,False,185.4,29281,34.8,1596,1.5,"{""M1"": 0.96, ""M2"": 0.79, ""M3"": 0.81, ""M4"": 1.19, ""M5"": 1.01, ""M6"": 1.06, ""M7"": 0.91, ""M8"": 0.77, ""M9"": 0.96, ""M10"": 0.8, ""M11"": 0.79, ""M12"": 1.05}"
way/464110897,NH65,225,very_bad,17.854808,76.4449257,17.8488549,76.4262235,trunk,no,2,N/A,MA-NH65-SEG-0225,NH65 Segment 225,131.8,156.0,PMGSY,State,24.2,2,earthen,1998,2015.0,active,Maharashtra,Satara,Igatpuri,ghat,steep,steep,high,False,False,True,True,1188.8,18418,18.1,2428,1.5,"{""M1"": 1.04, ""M2"": 0.91, ""M3"": 1.05, ""M4"": 1.08, ""M5"": 1.01, ""M6"": 1.16, ""M7"": 1.07, ""M8"": 1.15, ""M9"": 1.18, ""M10"": 1.04, ""M11"": 1.24, ""M12"": 1.09}"
